date,is_open,tdid,did
20051119,0,11411,102150
20051120,0,11411,102151
20051121,1,11412,102152
20051122,1,11413,102153
20051123,1,11414,102154
20051124,1,11415,102155
20051125,1,11416,102156
20051126,0,11416,102157
20051127,0,11416,102158
20051128,1,11417,102159
20051129,1,11418,102160
20051130,1,11419,102161
20051201,1,11420,102162
20051202,1,11421,102163
20051203,0,11421,102164
20051204,0,11421,102165
20051205,1,11422,102166
20051206,1,11423,102167
20051207,1,11424,102168
20051208,1,11425,102169
20051209,1,11426,102170
20051210,0,11426,102171
20051211,0,11426,102172
20051212,1,11427,102173
20051213,1,11428,102174
20051214,1,11429,102175
20051215,1,11430,102176
20051216,1,11431,102177
20051217,0,11431,102178
20051218,0,11431,102179
20051219,1,11432,102180
20051220,1,11433,102181
20051221,1,11434,102182
20051222,1,11435,102183
20051223,1,11436,102184
20051224,0,11436,102185
20051225,0,11436,102186
20051226,1,11437,102187
20051227,1,11438,102188
20051228,1,11439,102189
20051229,1,11440,102190
20051230,1,11441,102191
20051231,0,11441,102192
20060101,0,11441,102193
20060102,0,11441,102194
20060103,0,11441,102195
20060104,1,11442,102196
20060105,1,11443,102197
20060106,1,11444,102198
20060107,0,11444,102199
20060108,0,11444,102200
20060109,1,11445,102201
20060110,1,11446,102202
20060111,1,11447,102203
20060112,1,11448,102204
20060113,1,11449,102205
20060114,0,11449,102206
20060115,0,11449,102207
20060116,1,11450,102208
20060117,1,11451,102209
20060118,1,11452,102210
20060119,1,11453,102211
20060120,1,11454,102212
20060121,0,11454,102213
20060122,0,11454,102214
20060123,1,11455,102215
20060124,1,11456,102216
20060125,1,11457,102217
20060126,0,11457,102218
20060127,0,11457,102219
20060128,0,11457,102220
20060129,0,11457,102221
20060130,0,11457,102222
20060131,0,11457,102223
20060201,0,11457,102224
20060202,0,11457,102225
20060203,0,11457,102226
20060204,0,11457,102227
20060205,0,11457,102228
20060206,1,11458,102229
20060207,1,11459,102230
20060208,1,11460,102231
20060209,1,11461,102232
20060210,1,11462,102233
20060211,0,11462,102234
20060212,0,11462,102235
20060213,1,11463,102236
20060214,1,11464,102237
20060215,1,11465,102238
20060216,1,11466,102239
20060217,1,11467,102240
20060218,0,11467,102241
20060219,0,11467,102242
20060220,1,11468,102243
20060221,1,11469,102244
20060222,1,11470,102245
20060223,1,11471,102246
20060224,1,11472,102247
20060225,0,11472,102248
20060226,0,11472,102249
20060227,1,11473,102250
20060228,1,11474,102251
20060301,1,11475,102252
20060302,1,11476,102253
20060303,1,11477,102254
20060304,0,11477,102255
20060305,0,11477,102256
20060306,1,11478,102257
20060307,1,11479,102258
20060308,1,11480,102259
20060309,1,11481,102260
20060310,1,11482,102261
20060311,0,11482,102262
20060312,0,11482,102263
20060313,1,11483,102264
20060314,1,11484,102265
20060315,1,11485,102266
20060316,1,11486,102267
20060317,1,11487,102268
20060318,0,11487,102269
20060319,0,11487,102270
20060320,1,11488,102271
20060321,1,11489,102272
20060322,1,11490,102273
20060323,1,11491,102274
20060324,1,11492,102275
20060325,0,11492,102276
20060326,0,11492,102277
20060327,1,11493,102278
20060328,1,11494,102279
20060329,1,11495,102280
20060330,1,11496,102281
20060331,1,11497,102282
20060401,0,11497,102283
20060402,0,11497,102284
20060403,1,11498,102285
20060404,1,11499,102286
20060405,1,11500,102287
20060406,1,11501,102288
20060407,1,11502,102289
20060408,0,11502,102290
20060409,0,11502,102291
20060410,1,11503,102292
20060411,1,11504,102293
20060412,1,11505,102294
20060413,1,11506,102295
20060414,1,11507,102296
20060415,0,11507,102297
20060416,0,11507,102298
20060417,1,11508,102299
20060418,1,11509,102300
20060419,1,11510,102301
20060420,1,11511,102302
20060421,1,11512,102303
20060422,0,11512,102304
20060423,0,11512,102305
20060424,1,11513,102306
20060425,1,11514,102307
20060426,1,11515,102308
20060427,1,11516,102309
20060428,1,11517,102310
20060429,0,11517,102311
20060430,0,11517,102312
20060501,0,11517,102313
20060502,0,11517,102314
20060503,0,11517,102315
20060504,0,11517,102316
20060505,0,11517,102317
20060506,0,11517,102318
20060507,0,11517,102319
20060508,1,11518,102320
20060509,1,11519,102321
20060510,1,11520,102322
20060511,1,11521,102323
20060512,1,11522,102324
20060513,0,11522,102325
20060514,0,11522,102326
20060515,1,11523,102327
20060516,1,11524,102328
20060517,1,11525,102329
20060518,1,11526,102330
20060519,1,11527,102331
20060520,0,11527,102332
20060521,0,11527,102333
20060522,1,11528,102334
20060523,1,11529,102335
20060524,1,11530,102336
20060525,1,11531,102337
20060526,1,11532,102338
20060527,0,11532,102339
20060528,0,11532,102340
20060529,1,11533,102341
20060530,1,11534,102342
20060531,1,11535,102343
20060601,1,11536,102344
20060602,1,11537,102345
20060603,0,11537,102346
20060604,0,11537,102347
20060605,1,11538,102348
20060606,1,11539,102349
20060607,1,11540,102350
20060608,1,11541,102351
20060609,1,11542,102352
20060610,0,11542,102353
20060611,0,11542,102354
20060612,1,11543,102355
20060613,1,11544,102356
20060614,1,11545,102357
20060615,1,11546,102358
20060616,1,11547,102359
20060617,0,11547,102360
20060618,0,11547,102361
20060619,1,11548,102362
20060620,1,11549,102363
20060621,1,11550,102364
20060622,1,11551,102365
20060623,1,11552,102366
20060624,0,11552,102367
20060625,0,11552,102368
20060626,1,11553,102369
20060627,1,11554,102370
20060628,1,11555,102371
20060629,1,11556,102372
20060630,1,11557,102373
20060701,0,11557,102374
20060702,0,11557,102375
20060703,1,11558,102376
20060704,1,11559,102377
20060705,1,11560,102378
20060706,1,11561,102379
20060707,1,11562,102380
20060708,0,11562,102381
20060709,0,11562,102382
20060710,1,11563,102383
20060711,1,11564,102384
20060712,1,11565,102385
20060713,1,11566,102386
20060714,1,11567,102387
20060715,0,11567,102388
20060716,0,11567,102389
20060717,1,11568,102390
20060718,1,11569,102391
20060719,1,11570,102392
20060720,1,11571,102393
20060721,1,11572,102394
20060722,0,11572,102395
20060723,0,11572,102396
20060724,1,11573,102397
20060725,1,11574,102398
20060726,1,11575,102399
20060727,1,11576,102400
20060728,1,11577,102401
20060729,0,11577,102402
20060730,0,11577,102403
20060731,1,11578,102404
20060801,1,11579,102405
20060802,1,11580,102406
20060803,1,11581,102407
20060804,1,11582,102408
20060805,0,11582,102409
20060806,0,11582,102410
20060807,1,11583,102411
20060808,1,11584,102412
20060809,1,11585,102413
20060810,1,11586,102414
20060811,1,11587,102415
20060812,0,11587,102416
20060813,0,11587,102417
20060814,1,11588,102418
20060815,1,11589,102419
20060816,1,11590,102420
20060817,1,11591,102421
20060818,1,11592,102422
20060819,0,11592,102423
20060820,0,11592,102424
20060821,1,11593,102425
20060822,1,11594,102426
20060823,1,11595,102427
20060824,1,11596,102428
20060825,1,11597,102429
20060826,0,11597,102430
20060827,0,11597,102431
20060828,1,11598,102432
20060829,1,11599,102433
20060830,1,11600,102434
20060831,1,11601,102435
20060901,1,11602,102436
20060902,0,11602,102437
20060903,0,11602,102438
20060904,1,11603,102439
20060905,1,11604,102440
20060906,1,11605,102441
20060907,1,11606,102442
20060908,1,11607,102443
20060909,0,11607,102444
20060910,0,11607,102445
20060911,1,11608,102446
20060912,1,11609,102447
20060913,1,11610,102448
20060914,1,11611,102449
20060915,1,11612,102450
20060916,0,11612,102451
20060917,0,11612,102452
20060918,1,11613,102453
20060919,1,11614,102454
20060920,1,11615,102455
20060921,1,11616,102456
20060922,1,11617,102457
20060923,0,11617,102458
20060924,0,11617,102459
20060925,1,11618,102460
20060926,1,11619,102461
20060927,1,11620,102462
20060928,1,11621,102463
20060929,1,11622,102464
20060930,0,11622,102465
20061001,0,11622,102466
20061002,0,11622,102467
20061003,0,11622,102468
20061004,0,11622,102469
20061005,0,11622,102470
20061006,0,11622,102471
20061007,0,11622,102472
20061008,0,11622,102473
20061009,1,11623,102474
20061010,1,11624,102475
20061011,1,11625,102476
20061012,1,11626,102477
20061013,1,11627,102478
20061014,0,11627,102479
20061015,0,11627,102480
20061016,1,11628,102481
20061017,1,11629,102482
20061018,1,11630,102483
20061019,1,11631,102484
20061020,1,11632,102485
20061021,0,11632,102486
20061022,0,11632,102487
20061023,1,11633,102488
20061024,1,11634,102489
20061025,1,11635,102490
20061026,1,11636,102491
20061027,1,11637,102492
20061028,0,11637,102493
20061029,0,11637,102494
20061030,1,11638,102495
20061031,1,11639,102496
20061101,1,11640,102497
20061102,1,11641,102498
20061103,1,11642,102499
20061104,0,11642,102500
20061105,0,11642,102501
20061106,1,11643,102502
20061107,1,11644,102503
20061108,1,11645,102504
20061109,1,11646,102505
20061110,1,11647,102506
20061111,0,11647,102507
20061112,0,11647,102508
20061113,1,11648,102509
20061114,1,11649,102510
20061115,1,11650,102511
20061116,1,11651,102512
20061117,1,11652,102513
20061118,0,11652,102514
20061119,0,11652,102515
20061120,1,11653,102516
20061121,1,11654,102517
20061122,1,11655,102518
20061123,1,11656,102519
20061124,1,11657,102520
20061125,0,11657,102521
20061126,0,11657,102522
20061127,1,11658,102523
20061128,1,11659,102524
20061129,1,11660,102525
20061130,1,11661,102526
20061201,1,11662,102527
20061202,0,11662,102528
20061203,0,11662,102529
20061204,1,11663,102530
20061205,1,11664,102531
20061206,1,11665,102532
20061207,1,11666,102533
20061208,1,11667,102534
20061209,0,11667,102535
20061210,0,11667,102536
20061211,1,11668,102537
20061212,1,11669,102538
20061213,1,11670,102539
20061214,1,11671,102540
20061215,1,11672,102541
20061216,0,11672,102542
20061217,0,11672,102543
20061218,1,11673,102544
20061219,1,11674,102545
20061220,1,11675,102546
20061221,1,11676,102547
20061222,1,11677,102548
20061223,0,11677,102549
20061224,0,11677,102550
20061225,1,11678,102551
20061226,1,11679,102552
20061227,1,11680,102553
20061228,1,11681,102554
20061229,1,11682,102555
20061230,0,11682,102556
20061231,0,11682,102557
20070101,0,11682,102558
20070102,0,11682,102559
20070103,0,11682,102560
20070104,1,11683,102561
20070105,1,11684,102562
20070106,0,11684,102563
20070107,0,11684,102564
20070108,1,11685,102565
20070109,1,11686,102566
20070110,1,11687,102567
20070111,1,11688,102568
20070112,1,11689,102569
20070113,0,11689,102570
20070114,0,11689,102571
20070115,1,11690,102572
20070116,1,11691,102573
20070117,1,11692,102574
20070118,1,11693,102575
20070119,1,11694,102576
20070120,0,11694,102577
20070121,0,11694,102578
20070122,1,11695,102579
20070123,1,11696,102580
20070124,1,11697,102581
20070125,1,11698,102582
20070126,1,11699,102583
20070127,0,11699,102584
20070128,0,11699,102585
20070129,1,11700,102586
20070130,1,11701,102587
20070131,1,11702,102588
20070201,1,11703,102589
20070202,1,11704,102590
20070203,0,11704,102591
20070204,0,11704,102592
20070205,1,11705,102593
20070206,1,11706,102594
20070207,1,11707,102595
20070208,1,11708,102596
20070209,1,11709,102597
20070210,0,11709,102598
20070211,0,11709,102599
20070212,1,11710,102600
20070213,1,11711,102601
20070214,1,11712,102602
20070215,1,11713,102603
20070216,1,11714,102604
20070217,0,11714,102605
20070218,0,11714,102606
20070219,0,11714,102607
20070220,0,11714,102608
20070221,0,11714,102609
20070222,0,11714,102610
20070223,0,11714,102611
20070224,0,11714,102612
20070225,0,11714,102613
20070226,1,11715,102614
20070227,1,11716,102615
20070228,1,11717,102616
20070301,1,11718,102617
20070302,1,11719,102618
20070303,0,11719,102619
20070304,0,11719,102620
20070305,1,11720,102621
20070306,1,11721,102622
20070307,1,11722,102623
20070308,1,11723,102624
20070309,1,11724,102625
20070310,0,11724,102626
20070311,0,11724,102627
20070312,1,11725,102628
20070313,1,11726,102629
20070314,1,11727,102630
20070315,1,11728,102631
20070316,1,11729,102632
20070317,0,11729,102633
20070318,0,11729,102634
20070319,1,11730,102635
20070320,1,11731,102636
20070321,1,11732,102637
20070322,1,11733,102638
20070323,1,11734,102639
20070324,0,11734,102640
20070325,0,11734,102641
20070326,1,11735,102642
20070327,1,11736,102643
20070328,1,11737,102644
20070329,1,11738,102645
20070330,1,11739,102646
20070331,0,11739,102647
20070401,0,11739,102648
20070402,1,11740,102649
20070403,1,11741,102650
20070404,1,11742,102651
20070405,1,11743,102652
20070406,1,11744,102653
20070407,0,11744,102654
20070408,0,11744,102655
20070409,1,11745,102656
20070410,1,11746,102657
20070411,1,11747,102658
20070412,1,11748,102659
20070413,1,11749,102660
20070414,0,11749,102661
20070415,0,11749,102662
20070416,1,11750,102663
20070417,1,11751,102664
20070418,1,11752,102665
20070419,1,11753,102666
20070420,1,11754,102667
20070421,0,11754,102668
20070422,0,11754,102669
20070423,1,11755,102670
20070424,1,11756,102671
20070425,1,11757,102672
20070426,1,11758,102673
20070427,1,11759,102674
20070428,0,11759,102675
20070429,0,11759,102676
20070430,1,11760,102677
20070501,0,11760,102678
20070502,0,11760,102679
20070503,0,11760,102680
20070504,0,11760,102681
20070505,0,11760,102682
20070506,0,11760,102683
20070507,0,11760,102684
20070508,1,11761,102685
20070509,1,11762,102686
20070510,1,11763,102687
20070511,1,11764,102688
20070512,0,11764,102689
20070513,0,11764,102690
20070514,1,11765,102691
20070515,1,11766,102692
20070516,1,11767,102693
20070517,1,11768,102694
20070518,1,11769,102695
20070519,0,11769,102696
20070520,0,11769,102697
20070521,1,11770,102698
20070522,1,11771,102699
20070523,1,11772,102700
20070524,1,11773,102701
20070525,1,11774,102702
20070526,0,11774,102703
20070527,0,11774,102704
20070528,1,11775,102705
20070529,1,11776,102706
20070530,1,11777,102707
20070531,1,11778,102708
20070601,1,11779,102709
20070602,0,11779,102710
20070603,0,11779,102711
20070604,1,11780,102712
20070605,1,11781,102713
20070606,1,11782,102714
20070607,1,11783,102715
20070608,1,11784,102716
20070609,0,11784,102717
20070610,0,11784,102718
20070611,1,11785,102719
20070612,1,11786,102720
20070613,1,11787,102721
20070614,1,11788,102722
20070615,1,11789,102723
20070616,0,11789,102724
20070617,0,11789,102725
20070618,1,11790,102726
20070619,1,11791,102727
20070620,1,11792,102728
20070621,1,11793,102729
20070622,1,11794,102730
20070623,0,11794,102731
20070624,0,11794,102732
20070625,1,11795,102733
20070626,1,11796,102734
20070627,1,11797,102735
20070628,1,11798,102736
20070629,1,11799,102737
20070630,0,11799,102738
20070701,0,11799,102739
20070702,1,11800,102740
20070703,1,11801,102741
20070704,1,11802,102742
20070705,1,11803,102743
20070706,1,11804,102744
20070707,0,11804,102745
20070708,0,11804,102746
20070709,1,11805,102747
20070710,1,11806,102748
20070711,1,11807,102749
20070712,1,11808,102750
20070713,1,11809,102751
20070714,0,11809,102752
20070715,0,11809,102753
20070716,1,11810,102754
20070717,1,11811,102755
20070718,1,11812,102756
20070719,1,11813,102757
20070720,1,11814,102758
20070721,0,11814,102759
20070722,0,11814,102760
20070723,1,11815,102761
20070724,1,11816,102762
20070725,1,11817,102763
20070726,1,11818,102764
20070727,1,11819,102765
20070728,0,11819,102766
20070729,0,11819,102767
20070730,1,11820,102768
20070731,1,11821,102769
20070801,1,11822,102770
20070802,1,11823,102771
20070803,1,11824,102772
20070804,0,11824,102773
20070805,0,11824,102774
20070806,1,11825,102775
20070807,1,11826,102776
20070808,1,11827,102777
20070809,1,11828,102778
20070810,1,11829,102779
20070811,0,11829,102780
20070812,0,11829,102781
20070813,1,11830,102782
20070814,1,11831,102783
20070815,1,11832,102784
20070816,1,11833,102785
20070817,1,11834,102786
20070818,0,11834,102787
20070819,0,11834,102788
20070820,1,11835,102789
20070821,1,11836,102790
20070822,1,11837,102791
20070823,1,11838,102792
20070824,1,11839,102793
20070825,0,11839,102794
20070826,0,11839,102795
20070827,1,11840,102796
20070828,1,11841,102797
20070829,1,11842,102798
20070830,1,11843,102799
20070831,1,11844,102800
20070901,0,11844,102801
20070902,0,11844,102802
20070903,1,11845,102803
20070904,1,11846,102804
20070905,1,11847,102805
20070906,1,11848,102806
20070907,1,11849,102807
20070908,0,11849,102808
20070909,0,11849,102809
20070910,1,11850,102810
20070911,1,11851,102811
20070912,1,11852,102812
20070913,1,11853,102813
20070914,1,11854,102814
20070915,0,11854,102815
20070916,0,11854,102816
20070917,1,11855,102817
20070918,1,11856,102818
20070919,1,11857,102819
20070920,1,11858,102820
20070921,1,11859,102821
20070922,0,11859,102822
20070923,0,11859,102823
20070924,1,11860,102824
20070925,1,11861,102825
20070926,1,11862,102826
20070927,1,11863,102827
20070928,1,11864,102828
20070929,0,11864,102829
20070930,0,11864,102830
20071001,0,11864,102831
20071002,0,11864,102832
20071003,0,11864,102833
20071004,0,11864,102834
20071005,0,11864,102835
20071006,0,11864,102836
20071007,0,11864,102837
20071008,1,11865,102838
20071009,1,11866,102839
20071010,1,11867,102840
20071011,1,11868,102841
20071012,1,11869,102842
20071013,0,11869,102843
20071014,0,11869,102844
20071015,1,11870,102845
20071016,1,11871,102846
20071017,1,11872,102847
20071018,1,11873,102848
20071019,1,11874,102849
20071020,0,11874,102850
20071021,0,11874,102851
20071022,1,11875,102852
20071023,1,11876,102853
20071024,1,11877,102854
20071025,1,11878,102855
20071026,1,11879,102856
20071027,0,11879,102857
20071028,0,11879,102858
20071029,1,11880,102859
20071030,1,11881,102860
20071031,1,11882,102861
20071101,1,11883,102862
20071102,1,11884,102863
20071103,0,11884,102864
20071104,0,11884,102865
20071105,1,11885,102866
20071106,1,11886,102867
20071107,1,11887,102868
20071108,1,11888,102869
20071109,1,11889,102870
20071110,0,11889,102871
20071111,0,11889,102872
20071112,1,11890,102873
20071113,1,11891,102874
20071114,1,11892,102875
20071115,1,11893,102876
20071116,1,11894,102877
20071117,0,11894,102878
20071118,0,11894,102879
20071119,1,11895,102880
20071120,1,11896,102881
20071121,1,11897,102882
20071122,1,11898,102883
20071123,1,11899,102884
20071124,0,11899,102885
20071125,0,11899,102886
20071126,1,11900,102887
20071127,1,11901,102888
20071128,1,11902,102889
20071129,1,11903,102890
20071130,1,11904,102891
20071201,0,11904,102892
20071202,0,11904,102893
20071203,1,11905,102894
20071204,1,11906,102895
20071205,1,11907,102896
20071206,1,11908,102897
20071207,1,11909,102898
20071208,0,11909,102899
20071209,0,11909,102900
20071210,1,11910,102901
20071211,1,11911,102902
20071212,1,11912,102903
20071213,1,11913,102904
20071214,1,11914,102905
20071215,0,11914,102906
20071216,0,11914,102907
20071217,1,11915,102908
20071218,1,11916,102909
20071219,1,11917,102910
20071220,1,11918,102911
20071221,1,11919,102912
20071222,0,11919,102913
20071223,0,11919,102914
20071224,1,11920,102915
20071225,1,11921,102916
20071226,1,11922,102917
20071227,1,11923,102918
20071228,1,11924,102919
20071229,0,11924,102920
20071230,0,11924,102921
20071231,0,11924,102922
20080101,0,11924,102923
20080102,1,11925,102924
20080103,1,11926,102925
20080104,1,11927,102926
20080105,0,11927,102927
20080106,0,11927,102928
20080107,1,11928,102929
20080108,1,11929,102930
20080109,1,11930,102931
20080110,1,11931,102932
20080111,1,11932,102933
20080112,0,11932,102934
20080113,0,11932,102935
20080114,1,11933,102936
20080115,1,11934,102937
20080116,1,11935,102938
20080117,1,11936,102939
20080118,1,11937,102940
20080119,0,11937,102941
20080120,0,11937,102942
20080121,1,11938,102943
20080122,1,11939,102944
20080123,1,11940,102945
20080124,1,11941,102946
20080125,1,11942,102947
20080126,0,11942,102948
20080127,0,11942,102949
20080128,1,11943,102950
20080129,1,11944,102951
20080130,1,11945,102952
20080131,1,11946,102953
20080201,1,11947,102954
20080202,0,11947,102955
20080203,0,11947,102956
20080204,1,11948,102957
20080205,1,11949,102958
20080206,0,11949,102959
20080207,0,11949,102960
20080208,0,11949,102961
20080209,0,11949,102962
20080210,0,11949,102963
20080211,0,11949,102964
20080212,0,11949,102965
20080213,1,11950,102966
20080214,1,11951,102967
20080215,1,11952,102968
20080216,0,11952,102969
20080217,0,11952,102970
20080218,1,11953,102971
20080219,1,11954,102972
20080220,1,11955,102973
20080221,1,11956,102974
20080222,1,11957,102975
20080223,0,11957,102976
20080224,0,11957,102977
20080225,1,11958,102978
20080226,1,11959,102979
20080227,1,11960,102980
20080228,1,11961,102981
20080229,1,11962,102982
20080301,0,11962,102983
20080302,0,11962,102984
20080303,1,11963,102985
20080304,1,11964,102986
20080305,1,11965,102987
20080306,1,11966,102988
20080307,1,11967,102989
20080308,0,11967,102990
20080309,0,11967,102991
20080310,1,11968,102992
20080311,1,11969,102993
20080312,1,11970,102994
20080313,1,11971,102995
20080314,1,11972,102996
20080315,0,11972,102997
20080316,0,11972,102998
20080317,1,11973,102999
20080318,1,11974,103000
20080319,1,11975,103001
20080320,1,11976,103002
20080321,1,11977,103003
20080322,0,11977,103004
20080323,0,11977,103005
20080324,1,11978,103006
20080325,1,11979,103007
20080326,1,11980,103008
20080327,1,11981,103009
20080328,1,11982,103010
20080329,0,11982,103011
20080330,0,11982,103012
20080331,1,11983,103013
20080401,1,11984,103014
20080402,1,11985,103015
20080403,1,11986,103016
20080404,0,11986,103017
20080405,0,11986,103018
20080406,0,11986,103019
20080407,1,11987,103020
20080408,1,11988,103021
20080409,1,11989,103022
20080410,1,11990,103023
20080411,1,11991,103024
20080412,0,11991,103025
20080413,0,11991,103026
20080414,1,11992,103027
20080415,1,11993,103028
20080416,1,11994,103029
20080417,1,11995,103030
20080418,1,11996,103031
20080419,0,11996,103032
20080420,0,11996,103033
20080421,1,11997,103034
20080422,1,11998,103035
20080423,1,11999,103036
20080424,1,12000,103037
20080425,1,12001,103038
20080426,0,12001,103039
20080427,0,12001,103040
20080428,1,12002,103041
20080429,1,12003,103042
20080430,1,12004,103043
20080501,0,12004,103044
20080502,0,12004,103045
20080503,0,12004,103046
20080504,0,12004,103047
20080505,1,12005,103048
20080506,1,12006,103049
20080507,1,12007,103050
20080508,1,12008,103051
20080509,1,12009,103052
20080510,0,12009,103053
20080511,0,12009,103054
20080512,1,12010,103055
20080513,1,12011,103056
20080514,1,12012,103057
20080515,1,12013,103058
20080516,1,12014,103059
20080517,0,12014,103060
20080518,0,12014,103061
20080519,1,12015,103062
20080520,1,12016,103063
20080521,1,12017,103064
20080522,1,12018,103065
20080523,1,12019,103066
20080524,0,12019,103067
20080525,0,12019,103068
20080526,1,12020,103069
20080527,1,12021,103070
20080528,1,12022,103071
20080529,1,12023,103072
20080530,1,12024,103073
20080531,0,12024,103074
20080601,0,12024,103075
20080602,1,12025,103076
20080603,1,12026,103077
20080604,1,12027,103078
20080605,1,12028,103079
20080606,1,12029,103080
20080607,0,12029,103081
20080608,0,12029,103082
20080609,0,12029,103083
20080610,1,12030,103084
20080611,1,12031,103085
20080612,1,12032,103086
20080613,1,12033,103087
20080614,0,12033,103088
20080615,0,12033,103089
20080616,1,12034,103090
20080617,1,12035,103091
20080618,1,12036,103092
20080619,1,12037,103093
20080620,1,12038,103094
20080621,0,12038,103095
20080622,0,12038,103096
20080623,1,12039,103097
20080624,1,12040,103098
20080625,1,12041,103099
20080626,1,12042,103100
20080627,1,12043,103101
20080628,0,12043,103102
20080629,0,12043,103103
20080630,1,12044,103104
20080701,1,12045,103105
20080702,1,12046,103106
20080703,1,12047,103107
20080704,1,12048,103108
20080705,0,12048,103109
20080706,0,12048,103110
20080707,1,12049,103111
20080708,1,12050,103112
20080709,1,12051,103113
20080710,1,12052,103114
20080711,1,12053,103115
20080712,0,12053,103116
20080713,0,12053,103117
20080714,1,12054,103118
20080715,1,12055,103119
20080716,1,12056,103120
20080717,1,12057,103121
20080718,1,12058,103122
20080719,0,12058,103123
20080720,0,12058,103124
20080721,1,12059,103125
20080722,1,12060,103126
20080723,1,12061,103127
20080724,1,12062,103128
20080725,1,12063,103129
20080726,0,12063,103130
20080727,0,12063,103131
20080728,1,12064,103132
20080729,1,12065,103133
20080730,1,12066,103134
20080731,1,12067,103135
20080801,1,12068,103136
20080802,0,12068,103137
20080803,0,12068,103138
20080804,1,12069,103139
20080805,1,12070,103140
20080806,1,12071,103141
20080807,1,12072,103142
20080808,1,12073,103143
20080809,0,12073,103144
20080810,0,12073,103145
20080811,1,12074,103146
20080812,1,12075,103147
20080813,1,12076,103148
20080814,1,12077,103149
20080815,1,12078,103150
20080816,0,12078,103151
20080817,0,12078,103152
20080818,1,12079,103153
20080819,1,12080,103154
20080820,1,12081,103155
20080821,1,12082,103156
20080822,1,12083,103157
20080823,0,12083,103158
20080824,0,12083,103159
20080825,1,12084,103160
20080826,1,12085,103161
20080827,1,12086,103162
20080828,1,12087,103163
20080829,1,12088,103164
20080830,0,12088,103165
20080831,0,12088,103166
20080901,1,12089,103167
20080902,1,12090,103168
20080903,1,12091,103169
20080904,1,12092,103170
20080905,1,12093,103171
20080906,0,12093,103172
20080907,0,12093,103173
20080908,1,12094,103174
20080909,1,12095,103175
20080910,1,12096,103176
20080911,1,12097,103177
20080912,1,12098,103178
20080913,0,12098,103179
20080914,0,12098,103180
20080915,0,12098,103181
20080916,1,12099,103182
20080917,1,12100,103183
20080918,1,12101,103184
20080919,1,12102,103185
20080920,0,12102,103186
20080921,0,12102,103187
20080922,1,12103,103188
20080923,1,12104,103189
20080924,1,12105,103190
20080925,1,12106,103191
20080926,1,12107,103192
20080927,0,12107,103193
20080928,0,12107,103194
20080929,0,12107,103195
20080930,0,12107,103196
20081001,0,12107,103197
20081002,0,12107,103198
20081003,0,12107,103199
20081004,0,12107,103200
20081005,0,12107,103201
20081006,1,12108,103202
20081007,1,12109,103203
20081008,1,12110,103204
20081009,1,12111,103205
20081010,1,12112,103206
20081011,0,12112,103207
20081012,0,12112,103208
20081013,1,12113,103209
20081014,1,12114,103210
20081015,1,12115,103211
20081016,1,12116,103212
20081017,1,12117,103213
20081018,0,12117,103214
20081019,0,12117,103215
20081020,1,12118,103216
20081021,1,12119,103217
20081022,1,12120,103218
20081023,1,12121,103219
20081024,1,12122,103220
20081025,0,12122,103221
20081026,0,12122,103222
20081027,1,12123,103223
20081028,1,12124,103224
20081029,1,12125,103225
20081030,1,12126,103226
20081031,1,12127,103227
20081101,0,12127,103228
20081102,0,12127,103229
20081103,1,12128,103230
20081104,1,12129,103231
20081105,1,12130,103232
20081106,1,12131,103233
20081107,1,12132,103234
20081108,0,12132,103235
20081109,0,12132,103236
20081110,1,12133,103237
20081111,1,12134,103238
20081112,1,12135,103239
20081113,1,12136,103240
20081114,1,12137,103241
20081115,0,12137,103242
20081116,0,12137,103243
20081117,1,12138,103244
20081118,1,12139,103245
20081119,1,12140,103246
20081120,1,12141,103247
20081121,1,12142,103248
20081122,0,12142,103249
20081123,0,12142,103250
20081124,1,12143,103251
20081125,1,12144,103252
20081126,1,12145,103253
20081127,1,12146,103254
20081128,1,12147,103255
20081129,0,12147,103256
20081130,0,12147,103257
20081201,1,12148,103258
20081202,1,12149,103259
20081203,1,12150,103260
20081204,1,12151,103261
20081205,1,12152,103262
20081206,0,12152,103263
20081207,0,12152,103264
20081208,1,12153,103265
20081209,1,12154,103266
20081210,1,12155,103267
20081211,1,12156,103268
20081212,1,12157,103269
20081213,0,12157,103270
20081214,0,12157,103271
20081215,1,12158,103272
20081216,1,12159,103273
20081217,1,12160,103274
20081218,1,12161,103275
20081219,1,12162,103276
20081220,0,12162,103277
20081221,0,12162,103278
20081222,1,12163,103279
20081223,1,12164,103280
20081224,1,12165,103281
20081225,1,12166,103282
20081226,1,12167,103283
20081227,0,12167,103284
20081228,0,12167,103285
20081229,1,12168,103286
20081230,1,12169,103287
20081231,1,12170,103288
20090101,0,12170,103289
20090102,0,12170,103290
20090103,0,12170,103291
20090104,0,12170,103292
20090105,1,12171,103293
20090106,1,12172,103294
20090107,1,12173,103295
20090108,1,12174,103296
20090109,1,12175,103297
20090110,0,12175,103298
20090111,0,12175,103299
20090112,1,12176,103300
20090113,1,12177,103301
20090114,1,12178,103302
20090115,1,12179,103303
20090116,1,12180,103304
20090117,0,12180,103305
20090118,0,12180,103306
20090119,1,12181,103307
20090120,1,12182,103308
20090121,1,12183,103309
20090122,1,12184,103310
20090123,1,12185,103311
20090124,0,12185,103312
20090125,0,12185,103313
20090126,0,12185,103314
