ts_code,symbol,name,list_date,list_status
002696.SZ,002696,百洋股份,20120905,L
002697.SZ,002697,红旗连锁,20120905,L
002698.SZ,002698,博实股份,20120911,L
002699.SZ,002699,美盛文化,20120911,L
002700.SZ,002700,ST浩源,20120921,L
002701.SZ,002701,奥瑞金,20121011,L
002702.SZ,002702,海欣食品,20121011,L
002703.SZ,002703,浙江世宝,20121102,L
002705.SZ,002705,新宝股份,20140121,L
002706.SZ,002706,良信股份,20140121,L
002707.SZ,002707,众信旅游,20140123,L
002708.SZ,002708,光洋股份,20140121,L
002709.SZ,002709,天赐材料,20140123,L
002712.SZ,002712,思美传媒,20140123,L
002713.SZ,002713,东易日盛,20140219,L
002714.SZ,002714,牧原股份,20140128,L
002715.SZ,002715,登云股份,20140219,L
002716.SZ,002716,金贵银业,20140128,L
002717.SZ,002717,岭南股份,20140219,L
002718.SZ,002718,友邦吊顶,20140128,L
002719.SZ,002719,*ST麦趣,20140128,L
002721.SZ,002721,金一文化,20140127,L
002722.SZ,002722,金轮股份,20140128,L
002723.SZ,002723,金莱特,20140129,L
002724.SZ,002724,海洋王,20141104,L
002725.SZ,002725,跃岭股份,20140129,L
002726.SZ,002726,龙大肉食,20140626,L
002727.SZ,002727,一心堂,20140702,L
002728.SZ,002728,特一药业,20140731,L
002729.SZ,002729,好利科技,20140912,L
002730.SZ,002730,电光科技,20141009,L
002731.SZ,002731,萃华珠宝,20141104,L
002732.SZ,002732,燕塘乳业,20141205,L
002733.SZ,002733,雄韬股份,20141203,L
002734.SZ,002734,利民股份,20150127,L
002735.SZ,002735,王子新材,20141203,L
002736.SZ,002736,国信证券,20141229,L
002737.SZ,002737,葵花药业,20141230,L
002738.SZ,002738,中矿资源,20141230,L
002739.SZ,002739,万达电影,20150122,L
002740.SZ,002740,爱迪尔,20150122,L
002741.SZ,002741,光华科技,20150216,L
002742.SZ,002742,三圣股份,20150217,L
002743.SZ,002743,富煌钢构,20150217,L
002745.SZ,002745,木林森,20150217,L
002746.SZ,002746,仙坛股份,20150216,L
002747.SZ,002747,埃斯顿,20150320,L
002748.SZ,002748,世龙实业,20150319,L
002749.SZ,002749,国光股份,20150320,L
002750.SZ,002750,龙津药业,20150324,L
002751.SZ,002751,易尚展示,20150424,L
002752.SZ,002752,昇兴股份,20150422,L
002753.SZ,002753,永东股份,20150519,L
002755.SZ,002755,奥赛康,20150515,L
002756.SZ,002756,永兴材料,20150515,L
002757.SZ,002757,南兴股份,20150527,L
002758.SZ,002758,浙农股份,20150527,L
002759.SZ,002759,天际股份,20150528,L
002760.SZ,002760,凤形股份,20150611,L
002761.SZ,002761,浙江建投,20150610,L
002762.SZ,002762,金发拉比,20150610,L
002763.SZ,002763,汇洁股份,20150610,L
002765.SZ,002765,蓝黛科技,20150612,L
002766.SZ,002766,*ST索菱,20150611,L
002767.SZ,002767,先锋电子,20150612,L
002768.SZ,002768,国恩股份,20150630,L
002769.SZ,002769,普路通,20150629,L
002770.SZ,002770,*ST科迪,20150630,L
002771.SZ,002771,真视通,20150629,L
002772.SZ,002772,众兴菌业,20150626,L
002773.SZ,002773,康弘药业,20150626,L
002774.SZ,002774,快意电梯,20170324,L
002775.SZ,002775,文科园林,20150629,L
002776.SZ,002776,ST柏龙,20150626,L
002777.SZ,002777,久远银海,20151231,L
002778.SZ,002778,中晟高科,20160106,L
002779.SZ,002779,中坚科技,20151209,L
002780.SZ,002780,三夫户外,20151209,L
002781.SZ,002781,奇信股份,20151222,L
002782.SZ,002782,可立克,20151222,L
002783.SZ,002783,凯龙股份,20151209,L
002785.SZ,002785,万里石,20151223,L
002786.SZ,002786,银宝山新,20151223,L
002787.SZ,002787,华源控股,20151231,L
002788.SZ,002788,鹭燕医药,20160218,L
002789.SZ,002789,建艺集团,20160311,L
002790.SZ,002790,瑞尔特,20160308,L
002791.SZ,002791,坚朗五金,20160329,L
002792.SZ,002792,通宇通讯,20160328,L
002793.SZ,002793,罗欣药业,20160415,L
002795.SZ,002795,永和智控,20160428,L
002796.SZ,002796,世嘉科技,20160510,L
002797.SZ,002797,第一创业,20160511,L
002798.SZ,002798,帝欧家居,20160525,L
002799.SZ,002799,环球印务,20160608,L
002800.SZ,002800,天顺股份,20160530,L
002801.SZ,002801,微光股份,20160622,L
002802.SZ,002802,洪汇新材,20160629,L
002803.SZ,002803,吉宏股份,20160712,L
002805.SZ,002805,丰元股份,20160707,L
002806.SZ,002806,华锋股份,20160726,L
002807.SZ,002807,江阴银行,20160902,L
002808.SZ,002808,恒久科技,20160812,L
002809.SZ,002809,红墙股份,20160823,L
002810.SZ,002810,山东赫达,20160826,L
002811.SZ,002811,郑中设计,20160908,L
002812.SZ,002812,恩捷股份,20160914,L
002813.SZ,002813,路畅科技,20161012,L
002815.SZ,002815,崇达技术,20161012,L
002816.SZ,002816,和科达,20161025,L
002817.SZ,002817,黄山胶囊,20161025,L
002818.SZ,002818,富森美,20161109,L
002819.SZ,002819,东方中科,20161111,L
002820.SZ,002820,桂发祥,20161118,L
002821.SZ,002821,凯莱英,20161118,L
002822.SZ,002822,中装建设,20161129,L
002823.SZ,002823,凯中精密,20161124,L
002824.SZ,002824,和胜股份,20170112,L
002825.SZ,002825,纳尔股份,20161129,L
002826.SZ,002826,易明医药,20161209,L
002827.SZ,002827,高争民爆,20161209,L
002828.SZ,002828,贝肯能源,20161208,L
002829.SZ,002829,星网宇达,20161213,L
002830.SZ,002830,名雕股份,20161213,L
002831.SZ,002831,裕同科技,20161216,L
002832.SZ,002832,比音勒芬,20161223,L
002833.SZ,002833,弘亚数控,20161228,L
002835.SZ,002835,同为股份,20161228,L
002836.SZ,002836,新宏泽,20161229,L
002837.SZ,002837,英维克,20161229,L
002838.SZ,002838,道恩股份,20170106,L
002839.SZ,002839,张家港行,20170124,L
002840.SZ,002840,华统股份,20170110,L
002841.SZ,002841,视源股份,20170119,L
002842.SZ,002842,翔鹭钨业,20170119,L
002843.SZ,002843,泰嘉股份,20170120,L
002845.SZ,002845,同兴达,20170125,L
002846.SZ,002846,英联股份,20170207,L
002847.SZ,002847,盐津铺子,20170208,L
002848.SZ,002848,高斯贝尔,20170213,L
002849.SZ,002849,威星智能,20170217,L
002850.SZ,002850,科达利,20170302,L
002851.SZ,002851,麦格米特,20170306,L
002852.SZ,002852,道道全,20170310,L
002853.SZ,002853,皮阿诺,20170310,L
002855.SZ,002855,捷荣技术,20170321,L
002856.SZ,002856,美芝股份,20170320,L
002857.SZ,002857,三晖电气,20170323,L
002858.SZ,002858,力盛赛车,20170324,L
002859.SZ,002859,洁美科技,20170407,L
002860.SZ,002860,星帅尔,20170412,L
002861.SZ,002861,瀛通通讯,20170413,L
002862.SZ,002862,实丰文化,20170411,L
002863.SZ,002863,今飞凯达,20170418,L
002864.SZ,002864,盘龙药业,20171116,L
002865.SZ,002865,钧达股份,20170425,L
002866.SZ,002866,传艺科技,20170426,L
002867.SZ,002867,周大生,20170427,L
002868.SZ,002868,绿康生化,20170503,L
002869.SZ,002869,金溢科技,20170515,L
002870.SZ,002870,香山股份,20170515,L
002871.SZ,002871,伟隆股份,20170511,L
002872.SZ,002872,ST天圣,20170519,L
002873.SZ,002873,新天药业,20170519,L
002875.SZ,002875,安奈儿,20170601,L
002876.SZ,002876,三利谱,20170525,L
002877.SZ,002877,智能自控,20170605,L
002878.SZ,002878,元隆雅图,20170606,L
002879.SZ,002879,长缆科技,20170707,L
002880.SZ,002880,卫光生物,20170616,L
002881.SZ,002881,美格智能,20170622,L
002882.SZ,002882,金龙羽,20170717,L
002883.SZ,002883,中设股份,20170620,L
002884.SZ,002884,凌霄泵业,20170711,L
002885.SZ,002885,京泉华,20170627,L
002886.SZ,002886,沃特股份,20170627,L
002887.SZ,002887,绿茵生态,20170801,L
002888.SZ,002888,惠威科技,20170721,L
002889.SZ,002889,东方嘉盛,20170731,L
002890.SZ,002890,弘宇股份,20170802,L
002891.SZ,002891,中宠股份,20170821,L
002892.SZ,002892,科力尔,20170817,L
002893.SZ,002893,华通热力,20170915,L
002895.SZ,002895,川恒股份,20170825,L
002896.SZ,002896,中大力德,20170829,L
002897.SZ,002897,意华股份,20170907,L
002898.SZ,002898,赛隆药业,20170912,L
002899.SZ,002899,英派斯,20170915,L
002900.SZ,002900,哈三联,20170922,L
002901.SZ,002901,大博医疗,20170922,L
002902.SZ,002902,铭普光磁,20170929,L
002903.SZ,002903,宇环数控,20171013,L
002905.SZ,002905,金逸影视,20171016,L
002906.SZ,002906,华阳集团,20171013,L
002907.SZ,002907,华森制药,20171020,L
002908.SZ,002908,德生科技,20171020,L
002909.SZ,002909,集泰股份,20171026,L
002910.SZ,002910,庄园牧场,20171031,L
002911.SZ,002911,佛燃能源,20171122,L
002912.SZ,002912,中新赛克,20171121,L
002913.SZ,002913,奥士康,20171201,L
002915.SZ,002915,中欣氟材,20171205,L
002916.SZ,002916,深南电路,20171213,L
002917.SZ,002917,金奥博,20171208,L
002918.SZ,002918,蒙娜丽莎,20171219,L
002919.SZ,002919,名臣健康,20171218,L
002920.SZ,002920,德赛西威,20171226,L
002921.SZ,002921,联诚精密,20171227,L
002922.SZ,002922,伊戈尔,20171229,L
002923.SZ,002923,润都股份,20180105,L
002925.SZ,002925,盈趣科技,20180115,L
002926.SZ,002926,华西证券,20180205,L
002927.SZ,002927,泰永长征,20180223,L
002928.SZ,002928,华夏航空,20180302,L
002929.SZ,002929,润建股份,20180301,L
002930.SZ,002930,宏川智慧,20180328,L
002931.SZ,002931,锋龙股份,20180403,L
002932.SZ,002932,明德生物,20180710,L
002933.SZ,002933,新兴装备,20180828,L
002935.SZ,002935,天奥电子,20180903,L
002936.SZ,002936,郑州银行,20180919,L
002937.SZ,002937,兴瑞科技,20180926,L
002938.SZ,002938,鹏鼎控股,20180918,L
002939.SZ,002939,长城证券,20181026,L
002940.SZ,002940,昂利康,20181023,L
002941.SZ,002941,新疆交建,20181128,L
002942.SZ,002942,新农股份,20181205,L
002943.SZ,002943,宇晶股份,20181129,L
002945.SZ,002945,华林证券,20190117,L
002946.SZ,002946,新乳业,20190125,L
002947.SZ,002947,恒铭达,20190201,L
002948.SZ,002948,青岛银行,20190116,L
002949.SZ,002949,华阳国际,20190226,L
002950.SZ,002950,奥美医疗,20190311,L
002951.SZ,002951,金时科技,20190315,L
002952.SZ,002952,亚世光电,20190328,L
002953.SZ,002953,日丰股份,20190509,L
002955.SZ,002955,鸿合科技,20190523,L
002956.SZ,002956,西麦食品,20190619,L
002957.SZ,002957,科瑞技术,20190726,L
002958.SZ,002958,青农商行,20190326,L
002959.SZ,002959,小熊电器,20190823,L
002960.SZ,002960,青鸟消防,20190809,L
002961.SZ,002961,瑞达期货,20190905,L
002962.SZ,002962,五方光电,20190917,L
002963.SZ,002963,豪尔赛,20191028,L
002965.SZ,002965,祥鑫科技,20191025,L
002966.SZ,002966,苏州银行,20190802,L
002967.SZ,002967,广电计量,20191108,L
002968.SZ,002968,新大正,20191203,L
002969.SZ,002969,嘉美包装,20191202,L
002970.SZ,002970,锐明技术,20191217,L
002971.SZ,002971,和远气体,20200113,L
002972.SZ,002972,科安达,20191227,L
002973.SZ,002973,侨银股份,20200106,L
002975.SZ,002975,博杰股份,20200205,L
002976.SZ,002976,瑞玛工业,20200306,L
002977.SZ,002977,天箭科技,20200317,L
002978.SZ,002978,安宁股份,20200417,L
002979.SZ,002979,雷赛智能,20200408,L
002980.SZ,002980,华盛昌,20200415,L
002981.SZ,002981,朝阳科技,20200417,L
002982.SZ,002982,湘佳股份,20200424,L
002983.SZ,002983,芯瑞达,20200428,L
002984.SZ,002984,森麒麟,20200911,L
002985.SZ,002985,北摩高科,20200429,L
002986.SZ,002986,宇新股份,20200602,L
002987.SZ,002987,京北方,20200507,L
002988.SZ,002988,豪美新材,20200518,L
002989.SZ,002989,中天精装,20200610,L
002990.SZ,002990,盛视科技,20200525,L
002991.SZ,002991,甘源食品,20200731,L
002992.SZ,002992,宝明科技,20200803,L
002993.SZ,002993,奥海科技,20200817,L
002995.SZ,002995,天地在线,20200805,L
002996.SZ,002996,顺博合金,20200828,L
002997.SZ,002997,瑞鹄模具,20200903,L
002998.SZ,002998,优彩资源,20200925,L
002999.SZ,002999,天禾股份,20200903,L
003000.SZ,003000,劲仔食品,20200914,L
003001.SZ,003001,中岩大地,20201013,L
003002.SZ,003002,壶化股份,20200922,L
003003.SZ,003003,天元股份,20200921,L
003004.SZ,003004,声迅股份,20201126,L
003005.SZ,003005,竞业达,20200922,L
003006.SZ,003006,百亚股份,20200921,L
003007.SZ,003007,直真科技,20200923,L
003008.SZ,003008,开普检测,20200923,L
003009.SZ,003009,中天火箭,20200925,L
003010.SZ,003010,若羽臣,20200925,L
003011.SZ,003011,海象新材,20200930,L
003012.SZ,003012,东鹏控股,20201019,L
003013.SZ,003013,地铁设计,20201022,L
003015.SZ,003015,日久光电,20201021,L
003016.SZ,003016,欣贺股份,20201026,L
003017.SZ,003017,大洋生物,20201026,L
003018.SZ,003018,金富科技,20201106,L
003019.SZ,003019,宸展光电,20201117,L
003020.SZ,003020,立方制药,20201215,L
003021.SZ,003021,兆威机电,20201204,L
003022.SZ,003022,联泓新科,20201208,L
003023.SZ,003023,彩虹集团,20201211,L
003025.SZ,003025,思进智能,20201211,L
003026.SZ,003026,中晶科技,20201218,L
003027.SZ,003027,同兴环保,20201218,L
003028.SZ,003028,振邦智能,20201228,L
003029.SZ,003029,吉大正元,20201224,L
003030.SZ,003030,祖名股份,20210106,L
003031.SZ,003031,中瓷电子,20210104,L
003032.SZ,003032,传智教育,20210112,L
003033.SZ,003033,征和工业,20210111,L
003035.SZ,003035,南网能源,20210119,L
003036.SZ,003036,泰坦股份,20210128,L
003037.SZ,003037,三和管桩,20210204,L
003038.SZ,003038,鑫铂股份,20210210,L
003039.SZ,003039,顺控发展,20210308,L
003040.SZ,003040,楚天龙,20210322,L
003041.SZ,003041,真爱美家,20210406,L
003042.SZ,003042,中农联合,20210406,L
003043.SZ,003043,华亚智能,20210406,L
003816.SZ,003816,中国广核,20190826,L
300001.SZ,300001,特锐德,20091030,L
300002.SZ,300002,神州泰岳,20091030,L
300003.SZ,300003,乐普医疗,20091030,L
300004.SZ,300004,南风股份,20091030,L
300005.SZ,300005,探路者,20091030,L
300006.SZ,300006,莱美药业,20091030,L
300007.SZ,300007,汉威科技,20091030,L
300008.SZ,300008,天海防务,20091030,L
300009.SZ,300009,安科生物,20091030,L
300010.SZ,300010,豆神教育,20091030,L
300011.SZ,300011,鼎汉技术,20091030,L
300012.SZ,300012,华测检测,20091030,L
300013.SZ,300013,新宁物流,20091030,L
300014.SZ,300014,亿纬锂能,20091030,L
300015.SZ,300015,爱尔眼科,20091030,L
300016.SZ,300016,北陆药业,20091030,L
300017.SZ,300017,网宿科技,20091030,L
300018.SZ,300018,中元股份,20091030,L
300019.SZ,300019,硅宝科技,20091030,L
300020.SZ,300020,银江技术,20091030,L
300021.SZ,300021,大禹节水,20091030,L
300022.SZ,300022,吉峰科技,20091030,L
300023.SZ,300023,*ST宝德,20091030,L
300024.SZ,300024,机器人,20091030,L
300025.SZ,300025,华星创业,20091030,L
300026.SZ,300026,红日药业,20091030,L
300027.SZ,300027,华谊兄弟,20091030,L
300029.SZ,300029,*ST天龙,20091225,L
300030.SZ,300030,阳普医疗,20091225,L
300031.SZ,300031,宝通科技,20091225,L
300032.SZ,300032,金龙机电,20091225,L
300033.SZ,300033,同花顺,20091225,L
300034.SZ,300034,钢研高纳,20091225,L
300035.SZ,300035,中科电气,20091225,L
300036.SZ,300036,超图软件,20091225,L
300037.SZ,300037,新宙邦,20100108,L
300038.SZ,300038,*ST数知,20100108,L
300039.SZ,300039,上海凯宝,20100108,L
300040.SZ,300040,九洲集团,20100108,L
300041.SZ,300041,回天新材,20100108,L
300042.SZ,300042,朗科科技,20100108,L
300043.SZ,300043,星辉娱乐,20100120,L
300044.SZ,300044,*ST赛为,20100120,L
300045.SZ,300045,华力创通,20100120,L
300046.SZ,300046,台基股份,20100120,L
300047.SZ,300047,天源迪科,20100120,L
300048.SZ,300048,合康新能,20100120,L
300049.SZ,300049,福瑞股份,20100120,L
300050.SZ,300050,世纪鼎利,20100120,L
300051.SZ,300051,ST三五,20100211,L
300052.SZ,300052,中青宝,20100211,L
300053.SZ,300053,欧比特,20100211,L
300054.SZ,300054,鼎龙股份,20100211,L
300055.SZ,300055,万邦达,20100226,L
300056.SZ,300056,中创环保,20100226,L
300057.SZ,300057,万顺新材,20100226,L
300058.SZ,300058,蓝色光标,20100226,L
300059.SZ,300059,东方财富,20100319,L
300061.SZ,300061,旗天科技,20100319,L
300062.SZ,300062,中能电气,20100319,L
300063.SZ,300063,天龙集团,20100326,L
300064.SZ,300064,*ST金刚,20100326,L
300065.SZ,300065,海兰信,20100326,L
300066.SZ,300066,三川智慧,20100326,L
300067.SZ,300067,安诺其,20100421,L
300068.SZ,300068,南都电源,20100421,L
300069.SZ,300069,金利华电,20100421,L
300070.SZ,300070,碧水源,20100421,L
300071.SZ,300071,*ST嘉信,20100421,L
300072.SZ,300072,三聚环保,20100427,L
300073.SZ,300073,当升科技,20100427,L
300074.SZ,300074,华平股份,20100427,L
300075.SZ,300075,数字政通,20100427,L
300076.SZ,300076,GQY视讯,20100430,L
300077.SZ,300077,国民技术,20100430,L
300078.SZ,300078,思创医惠,20100430,L
300079.SZ,300079,数码视讯,20100430,L
300080.SZ,300080,易成新能,20100625,L
300081.SZ,300081,恒信东方,20100520,L
300082.SZ,300082,奥克股份,20100520,L
300083.SZ,300083,创世纪,20100520,L
300084.SZ,300084,海默科技,20100520,L
300085.SZ,300085,银之杰,20100526,L
300086.SZ,300086,康芝药业,20100526,L
300087.SZ,300087,荃银高科,20100526,L
300088.SZ,300088,长信科技,20100526,L
300089.SZ,300089,ST文化,20100625,L
300091.SZ,300091,金通灵,20100625,L
300092.SZ,300092,科新机电,20100708,L
300093.SZ,300093,金刚玻璃,20100708,L
300094.SZ,300094,国联水产,20100708,L
300095.SZ,300095,华伍股份,20100728,L
300096.SZ,300096,易联众,20100728,L
300097.SZ,300097,智云股份,20100728,L
300098.SZ,300098,高新兴,20100728,L
300099.SZ,300099,精准信息,20100806,L
300100.SZ,300100,双林股份,20100806,L
300101.SZ,300101,振芯科技,20100806,L
300102.SZ,300102,乾照光电,20100812,L
300103.SZ,300103,达刚控股,20100812,L
300105.SZ,300105,龙源技术,20100820,L
300106.SZ,300106,西部牧业,20100820,L
300107.SZ,300107,建新股份,20100820,L
300108.SZ,300108,吉药控股,20100825,L
300109.SZ,300109,新开源,20100825,L
300110.SZ,300110,华仁药业,20100825,L
300111.SZ,300111,向日葵,20100827,L
300112.SZ,300112,万讯自控,20100827,L
300113.SZ,300113,顺网科技,20100827,L
300114.SZ,300114,中航电测,20100827,L
300115.SZ,300115,长盈精密,20100902,L
300116.SZ,300116,保力新,20100902,L
300117.SZ,300117,嘉寓股份,20100902,L
300118.SZ,300118,东方日升,20100902,L
300119.SZ,300119,瑞普生物,20100917,L
300120.SZ,300120,经纬辉开,20100917,L
300121.SZ,300121,阳谷华泰,20100917,L
300122.SZ,300122,智飞生物,20100928,L
300123.SZ,300123,亚光科技,20100928,L
300124.SZ,300124,汇川技术,20100928,L
300125.SZ,300125,聆达股份,20101013,L
300126.SZ,300126,锐奇股份,20101013,L
300127.SZ,300127,银河磁体,20101013,L
300128.SZ,300128,锦富技术,20101013,L
300129.SZ,300129,泰胜风能,20101019,L
300130.SZ,300130,新国都,20101019,L
300131.SZ,300131,英唐智控,20101019,L
300132.SZ,300132,青松股份,20101026,L
300133.SZ,300133,华策影视,20101026,L
300134.SZ,300134,大富科技,20101026,L
300135.SZ,300135,宝利国际,20101026,L
300136.SZ,300136,信维通信,20101105,L
300137.SZ,300137,先河环保,20101105,L
300138.SZ,300138,晨光生物,20101105,L
300139.SZ,300139,晓程科技,20101112,L
300140.SZ,300140,中环装备,20101112,L
300141.SZ,300141,和顺电气,20101112,L
300142.SZ,300142,沃森生物,20101112,L
300143.SZ,300143,盈康生命,20101209,L
300144.SZ,300144,宋城演艺,20101209,L
300145.SZ,300145,中金环境,20101209,L
300146.SZ,300146,汤臣倍健,20101215,L
300147.SZ,300147,香雪制药,20101215,L
300148.SZ,300148,天舟文化,20101215,L
300149.SZ,300149,睿智医药,20101222,L
300150.SZ,300150,世纪瑞尔,20101222,L
300151.SZ,300151,昌红科技,20101222,L
300152.SZ,300152,科融环境,20101229,L
300153.SZ,300153,科泰电源,20101229,L
300154.SZ,300154,瑞凌股份,20101229,L
300155.SZ,300155,安居宝,20110107,L
300157.SZ,300157,恒泰艾普,20110107,L
300158.SZ,300158,振东制药,20110107,L
300159.SZ,300159,新研股份,20110107,L
300160.SZ,300160,秀强股份,20110113,L
300161.SZ,300161,华中数控,20110113,L
300162.SZ,300162,雷曼光电,20110113,L
300163.SZ,300163,先锋新材,20110113,L
300164.SZ,300164,通源石油,20110113,L
300165.SZ,300165,天瑞仪器,20110125,L
300166.SZ,300166,东方国信,20110125,L
300167.SZ,300167,迪威迅,20110125,L
300168.SZ,300168,万达信息,20110125,L
300169.SZ,300169,天晟新材,20110125,L
300170.SZ,300170,汉得信息,20110201,L
300171.SZ,300171,东富龙,20110201,L
300172.SZ,300172,中电环保,20110201,L
300173.SZ,300173,福能东方,20110201,L
300174.SZ,300174,元力股份,20110201,L
300175.SZ,300175,朗源股份,20110215,L
300176.SZ,300176,派生科技,20110215,L
300177.SZ,300177,中海达,20110215,L
300178.SZ,300178,*ST腾邦,20110215,L
300179.SZ,300179,四方达,20110215,L
300180.SZ,300180,华峰超纤,20110222,L
300181.SZ,300181,佐力药业,20110222,L
300182.SZ,300182,捷成股份,20110222,L
300183.SZ,300183,东软载波,20110222,L
300184.SZ,300184,力源信息,20110222,L
300185.SZ,300185,通裕重工,20110308,L
300187.SZ,300187,永清环保,20110308,L
300188.SZ,300188,美亚柏科,20110316,L
300189.SZ,300189,神农科技,20110316,L
300190.SZ,300190,维尔利,20110316,L
300191.SZ,300191,潜能恒信,20110316,L
300192.SZ,300192,科德教育,20110322,L
300193.SZ,300193,佳士科技,20110322,L
300194.SZ,300194,福安药业,20110322,L
300195.SZ,300195,长荣股份,20110329,L
300196.SZ,300196,长海股份,20110329,L
300197.SZ,300197,节能铁汉,20110329,L
300198.SZ,300198,纳川股份,20110407,L
300199.SZ,300199,翰宇药业,20110407,L
300200.SZ,300200,高盟新材,20110407,L
300201.SZ,300201,海伦哲,20110407,L
300202.SZ,300202,*ST聚龙,20110415,L
300203.SZ,300203,聚光科技,20110415,L
300204.SZ,300204,舒泰神,20110415,L
300205.SZ,300205,天喻信息,20110421,L
300206.SZ,300206,理邦仪器,20110421,L
300207.SZ,300207,欣旺达,20110421,L
300208.SZ,300208,青岛中程,20110426,L
300209.SZ,300209,天泽信息,20110426,L
300210.SZ,300210,森远股份,20110426,L
300211.SZ,300211,亿通科技,20110505,L
300212.SZ,300212,易华录,20110505,L
300213.SZ,300213,佳讯飞鸿,20110505,L
300214.SZ,300214,日科化学,20110511,L
300215.SZ,300215,电科院,20110511,L
300217.SZ,300217,东方电热,20110518,L
300218.SZ,300218,安利股份,20110518,L
300219.SZ,300219,鸿利智汇,20110518,L
300220.SZ,300220,金运激光,20110525,L
300221.SZ,300221,银禧科技,20110525,L
300222.SZ,300222,科大智能,20110525,L
300223.SZ,300223,北京君正,20110531,L
300224.SZ,300224,正海磁材,20110531,L
300225.SZ,300225,金力泰,20110531,L
300226.SZ,300226,上海钢联,20110608,L
300227.SZ,300227,光韵达,20110608,L
300228.SZ,300228,富瑞特装,20110608,L
300229.SZ,300229,拓尔思,20110615,L
300230.SZ,300230,永利股份,20110615,L
300231.SZ,300231,银信科技,20110615,L
300232.SZ,300232,洲明科技,20110622,L
300233.SZ,300233,金城医药,20110622,L
300234.SZ,300234,开尔新材,20110622,L
300235.SZ,300235,方直科技,20110629,L
300236.SZ,300236,上海新阳,20110629,L
300237.SZ,300237,美晨生态,20110629,L
300238.SZ,300238,冠昊生物,20110706,L
300239.SZ,300239,东宝生物,20110706,L
300240.SZ,300240,飞力达,20110706,L
300241.SZ,300241,瑞丰光电,20110712,L
300242.SZ,300242,佳云科技,20110712,L
300243.SZ,300243,瑞丰高材,20110712,L
300244.SZ,300244,迪安诊断,20110719,L
300245.SZ,300245,天玑科技,20110719,L
300246.SZ,300246,宝莱特,20110719,L
300247.SZ,300247,融捷健康,20110729,L
300248.SZ,300248,新开普,20110729,L
300249.SZ,300249,依米康,20110803,L
300250.SZ,300250,初灵信息,20110803,L
300251.SZ,300251,光线传媒,20110803,L
300252.SZ,300252,金信诺,20110818,L
300253.SZ,300253,卫宁健康,20110818,L
300254.SZ,300254,仟源医药,20110819,L
300255.SZ,300255,常山药业,20110819,L
300256.SZ,300256,*ST星星,20110819,L
300257.SZ,300257,开山股份,20110819,L
300258.SZ,300258,精锻科技,20110826,L
300259.SZ,300259,新天科技,20110831,L
300260.SZ,300260,新莱应材,20110906,L
300261.SZ,300261,雅本化学,20110906,L
300262.SZ,300262,巴安水务,20110916,L
300263.SZ,300263,隆华科技,20110916,L
300264.SZ,300264,佳创视讯,20110916,L
300265.SZ,300265,通光线缆,20110916,L
300266.SZ,300266,兴源环境,20110927,L
300267.SZ,300267,尔康制药,20110927,L
300268.SZ,300268,佳沃食品,20110927,L
300269.SZ,300269,ST联建,20111012,L
300270.SZ,300270,中威电子,20111012,L
300271.SZ,300271,华宇软件,20111026,L
300272.SZ,300272,开能健康,20111102,L
300273.SZ,300273,和佳医疗,20111026,L
300274.SZ,300274,阳光电源,20111102,L
300275.SZ,300275,梅安森,20111102,L
300276.SZ,300276,三丰智能,20111115,L
300277.SZ,300277,海联讯,20111123,L
300278.SZ,300278,*ST华昌,20111216,L
300279.SZ,300279,和晶科技,20111229,L
300280.SZ,300280,紫天科技,20111229,L
300281.SZ,300281,金明精机,20111229,L
300282.SZ,300282,三盛教育,20111229,L
300283.SZ,300283,温州宏丰,20120110,L
300284.SZ,300284,苏交科,20120110,L
300285.SZ,300285,国瓷材料,20120113,L
300286.SZ,300286,安科瑞,20120113,L
300287.SZ,300287,飞利信,20120201,L
300288.SZ,300288,朗玛信息,20120216,L
300289.SZ,300289,利德曼,20120216,L
300290.SZ,300290,荣科科技,20120216,L
300291.SZ,300291,华录百纳,20120209,L
300292.SZ,300292,吴通控股,20120229,L
300293.SZ,300293,蓝英装备,20120308,L
300294.SZ,300294,博雅生物,20120308,L
300295.SZ,300295,三六五网,20120315,L
300296.SZ,300296,利亚德,20120315,L
300297.SZ,300297,蓝盾股份,20120315,L
300298.SZ,300298,三诺生物,20120319,L
300299.SZ,300299,富春股份,20120319,L
300300.SZ,300300,海峡创新,20120319,L
300301.SZ,300301,长方集团,20120321,L
300302.SZ,300302,同有科技,20120321,L
300303.SZ,300303,聚飞光电,20120319,L
300304.SZ,300304,云意电气,20120321,L
300305.SZ,300305,裕兴股份,20120329,L
300306.SZ,300306,远方信息,20120329,L
300307.SZ,300307,慈星股份,20120329,L
300308.SZ,300308,中际旭创,20120410,L
300309.SZ,300309,吉艾科技,20120410,L
300310.SZ,300310,宜通世纪,20120425,L
300311.SZ,300311,任子行,20120425,L
300312.SZ,300312,*ST邦讯,20120508,L
300313.SZ,300313,ST天山,20120425,L
300314.SZ,300314,戴维医疗,20120508,L
300315.SZ,300315,掌趣科技,20120511,L
300316.SZ,300316,晶盛机电,20120511,L
300317.SZ,300317,珈伟新能,20120511,L
300318.SZ,300318,博晖创新,20120523,L
300319.SZ,300319,麦捷科技,20120523,L
300320.SZ,300320,海达股份,20120601,L
300321.SZ,300321,同大股份,20120523,L
300322.SZ,300322,硕贝德,20120608,L
300323.SZ,300323,华灿光电,20120601,L
