"code","pp3","jzdate"
"000001",290700,"2021-01-31"
"000001",308700,"2020-12-31"
"000001",351400,"2020-09-30"
"000001",431000,"2020-06-30"
"000002",371500,"2020-09-30"
"000002",406700,"2020-06-30"
"000002",461700,"2020-07-31"
"000004",16400,"2020-06-30"
"000004",19000,"2021-01-08"
"000004",19300,"2021-01-29"
"000004",19400,"2020-08-10"
"000004",19600,"2020-12-10"
"000004",19800,"2020-11-30"
"000004",20700,"2020-09-10"
"000004",21400,"2020-10-09"
"000004",21500,"2020-09-30"
"000004",21500,"2020-10-20"
"000004",23300,"2020-09-18"
"000005",110000,"2021-01-29"
"000005",112900,"2020-09-30"
"000005",114200,"2020-06-22"
"000005",115200,"2020-06-30"
"000005",117200,"2020-07-20"
"000006",64400,"2020-06-30"
"000006",75400,"2020-09-30"
"000007",12600,"2020-06-30"
"000007",12700,"2020-09-30"
"000008",89800,"2020-09-18"
"000008",90000,"2020-09-30"
"000008",90100,"2020-10-09"
"000008",90500,"2020-08-20"
"000008",90700,"2020-08-30"
"000008",90700,"2020-11-20"
"000008",90800,"2020-11-30"
"000008",90800,"2020-12-18"
"000008",91000,"2020-06-30"
"000009",140700,"2020-07-10"
"000009",160000,"2020-06-30"
"000009",166300,"2020-07-20"
"000009",168200,"2020-06-10"
"000009",168600,"2020-12-31"
"000009",173600,"2020-11-30"
"000009",175000,"2020-11-10"
"000009",175600,"2020-12-10"
"000009",175600,"2020-12-18"
"000009",177600,"2020-10-30"
"000009",180100,"2020-07-31"
"000009",185300,"2020-08-10"
"000009",185900,"2020-09-10"
"000009",186000,"2020-10-09"
"000009",189100,"2020-08-31"
"000009",195900,"2020-09-30"
"000010",27900,"2020-06-30"
"000010",30500,"2020-09-30"
"000012",96100,"2020-11-30"
"000012",97800,"2020-11-10"
"000012",100200,"2020-07-20"
"000012",103200,"2020-10-20"
"000012",104800,"2020-08-31"
"000012",107100,"2020-12-31"
"000014",21100,"2020-06-30"
"000014",23500,"2020-09-30"
"000014",23800,"2020-11-30"
"000018",44300,"2020-09-30"
"000018",44400,"2020-06-30"
"000019",59500,"2020-08-20"
"000019",61400,"2020-07-20"
"000021",113000,"2020-06-10"
"000021",114200,"2020-06-19"
"000021",118200,"2020-10-28"
"000021",118800,"2020-09-30"
"000021",119600,"2021-01-20"
"000021",122100,"2020-12-10"
"000021",122500,"2020-08-31"
"000021",123700,"2020-08-20"
"000021",128000,"2020-06-30"
"000021",135900,"2020-08-10"
"000023",9640,"2020-09-30"
"000023",10900,"2020-06-30"
"000025",40300,"2020-09-20"
"000026",15300,"2020-09-18"
"000026",15600,"2020-09-10"
"000026",15700,"2020-09-30"
"000026",16600,"2020-10-09"
"000026",17200,"2020-08-31"
"000026",18200,"2020-08-20"
"000026",18300,"2020-08-10"
"000026",18800,"2020-10-20"
"000026",19500,"2020-10-30"
"000026",20400,"2020-07-20"
"000026",21200,"2020-11-20"
"000026",21700,"2020-11-10"
"000026",22000,"2020-12-10"
"000026",22000,"2020-12-18"
"000026",22300,"2021-01-08"
"000026",22800,"2021-01-20"
"000026",25600,"2020-06-30"
"000027",104000,"2020-06-10"
"000027",104500,"2020-06-19"
"000027",106400,"2020-10-09"
"000027",106600,"2020-10-30"
"000027",106700,"2020-08-31"
"000027",106700,"2020-09-10"
"000027",106800,"2020-06-30"
"000027",106800,"2020-09-18"
"000027",106900,"2020-09-30"
"000027",106900,"2020-11-10"
"000027",106900,"2020-11-20"
"000027",107400,"2020-10-20"
"000027",107500,"2020-08-20"
"000027",107800,"2020-12-10"
"000027",108200,"2020-11-30"
"000027",108700,"2020-12-18"
"000027",109000,"2020-07-10"
"000027",109100,"2020-08-10"
"000027",109700,"2020-07-31"
"000027",111300,"2020-07-20"
"000027",115300,"2021-01-20"
"000027",117400,"2021-01-08"
"000027",117400,"2021-01-29"
"000031",136200,"2020-09-30"
"000031",141000,"2020-06-30"
"000032",16500,"2020-06-19"
"000032",16700,"2020-06-10"
"000032",17600,"2020-06-30"
"000032",17700,"2020-07-10"
"000032",19100,"2020-12-31"
"000032",19300,"2020-11-30"
"000032",19700,"2020-11-10"
"000032",20000,"2020-10-20"
"000032",20100,"2020-07-31"
"000032",20100,"2020-09-30"
"000032",20400,"2020-09-10"
"000032",20400,"2020-09-18"
"000032",21700,"2020-08-31"
"000032",22400,"2020-08-26"
"000032",23900,"2020-08-10"
"000033",13700,"2020-09-30"
"000033",13800,"2020-06-30"
"000034",46300,"2020-09-30"
"000034",60700,"2020-06-30"
"000035",40600,"2020-08-10"
"000035",41100,"2020-06-30"
"000035",41800,"2020-09-30"
"000035",41900,"2020-10-09"
"000035",43000,"2021-01-20"
"000035",43400,"2020-12-20"
"000036",57500,"2021-01-29"
"000036",57800,"2021-01-20"
"000036",58000,"2021-01-08"
"000036",58200,"2020-12-31"
"000036",58400,"2020-06-30"
"000036",58500,"2020-06-10"
"000036",58600,"2020-12-18"
"000036",58600,"2020-12-20"
"000036",58700,"2020-06-20"
"000036",58900,"2020-12-10"
"000036",59300,"2020-11-30"
"000036",59500,"2020-11-20"
"000036",59800,"2020-11-10"
"000036",60400,"2020-09-30"
"000036",60400,"2020-10-09"
"000036",60500,"2020-10-20"
"000036",60600,"2020-09-10"
"000036",60600,"2020-09-20"
"000036",60800,"2020-08-31"
"000036",60900,"2020-08-21"
"000036",61100,"2020-08-10"
"000036",61900,"2020-07-10"
"000036",62300,"2020-07-20"
"000036",63000,"2020-07-31"
"000037",19200,"2020-11-10"
"000037",20600,"2020-11-30"
"000037",26700,"2020-12-18"
"000038",30100,"2021-01-29"
"000038",30500,"2021-01-20"
"000038",31000,"2020-07-10"
"000038",31100,"2021-01-08"
"000038",31600,"2020-12-31"
"000038",32800,"2020-12-18"
"000038",33200,"2020-11-30"
"000038",33200,"2020-12-10"
"000038",33600,"2020-11-20"
"000038",33700,"2020-11-10"
"000038",33900,"2020-06-19"
"000038",33900,"2020-10-09"
"000038",34000,"2020-06-30"
"000038",34000,"2020-09-10"
"000038",34000,"2020-09-30"
"000038",34100,"2020-10-30"
"000038",34400,"2020-09-18"
"000038",35000,"2020-06-10"
"000038",35600,"2020-10-20"
"000038",36200,"2020-08-31"
"000038",37300,"2020-08-20"
"000038",37900,"2020-07-31"
"000038",38400,"2020-07-20"
"000038",38800,"2020-08-10"
"000039",71600,"2020-09-30"
"000039",81600,"2020-06-30"
"000040",70000,"2021-01-20"
"000040",70000,"2021-02-02"
"000040",70100,"2020-06-30"
"000040",71000,"2021-01-07"
"000040",72000,"2020-11-20"
"000040",73000,"2020-11-30"
"000040",74800,"2020-09-30"
"000042",14000,"2021-01-31"
"000042",14200,"2020-06-19"
"000042",14200,"2020-06-30"
"000042",14200,"2021-01-20"
"000042",14300,"2020-06-10"
"000042",14300,"2021-01-08"
"000042",14500,"2020-12-31"
"000042",14700,"2020-12-20"
"000042",14800,"2020-07-10"
"000042",14900,"2020-12-10"
"000042",15000,"2020-11-30"
"000042",15100,"2020-11-20"
"000042",15200,"2020-11-10"
"000042",15300,"2020-10-30"
"000042",15500,"2020-10-20"
"000042",15600,"2020-07-20"
"000042",15700,"2020-07-31"
"000042",15700,"2020-09-30"
"000042",15900,"2020-09-18"
"000042",16000,"2020-09-10"
"000042",16500,"2020-08-20"
"000042",16600,"2020-08-31"
"000042",16900,"2020-08-10"
"000046",38600,"2020-12-11"
"000046",39500,"2021-01-10"
"000046",40600,"2020-12-18"
"000046",41000,"2020-11-30"
"000046",41200,"2020-11-10"
"000046",41200,"2020-11-20"
"000046",41400,"2021-01-20"
"000046",41600,"2020-10-30"
"000046",41700,"2020-09-30"
"000046",42200,"2020-10-20"
"000046",42800,"2020-07-10"
"000046",43500,"2020-08-31"
"000046",43900,"2020-08-10"
"000046",44000,"2020-06-30"
"000048",8704,"2020-09-30"
"000048",10900,"2020-06-30"
"000049",22000,"2020-08-10"
"000049",22400,"2020-07-31"
"000049",22600,"2020-08-20"
"000049",22800,"2020-08-31"
"000049",23600,"2020-09-10"
"000049",24400,"2020-09-18"
"000049",25700,"2020-10-20"
"000049",26100,"2020-07-10"
"000049",26100,"2020-07-20"
"000049",26600,"2020-06-19"
"000049",26700,"2020-09-30"
"000049",26800,"2021-01-20"
"000049",26900,"2020-10-30"
"000049",27400,"2020-11-10"
"000049",27400,"2020-12-31"
"000049",28100,"2021-01-08"
"000049",28400,"2020-06-10"
"000049",28600,"2020-11-20"
"000049",29100,"2020-12-10"
"000049",29200,"2020-11-30"
"000049",29300,"2020-12-18"
"000049",29400,"2021-01-29"
"000049",32400,"2020-06-30"
"000050",77100,"2020-08-10"
"000050",77600,"2020-08-20"
"000050",79200,"2020-08-31"
"000050",79600,"2021-01-29"
"000050",80700,"2020-09-10"
"000050",82700,"2020-09-18"
"000050",82900,"2020-11-10"
"000050",83100,"2020-09-30"
"000050",83100,"2020-10-30"
"000050",83200,"2021-01-20"
"000050",83400,"2020-10-20"
"000050",84100,"2020-11-20"
"000050",85000,"2021-01-08"
"000050",85100,"2020-07-31"
"000050",85800,"2020-11-30"
"000050",85900,"2020-12-31"
"000050",87000,"2020-06-10"
"000050",87100,"2020-12-10"
"000050",87300,"2020-12-18"
"000050",88200,"2020-06-30"
"000050",89400,"2020-07-20"
"000058",56400,"2021-01-20"
"000058",57100,"2021-01-10"
"000058",58600,"2020-12-20"
"000058",58900,"2020-12-10"
"000058",59200,"2020-11-30"
"000058",60000,"2020-09-10"
"000058",61400,"2020-09-18"
"000058",61900,"2020-08-31"
"000058",62000,"2020-07-20"
"000058",62600,"2020-10-20"
"000059",61900,"2020-09-30"
"000059",65100,"2020-06-30"
"000060",144700,"2020-09-30"
"000060",148400,"2020-06-30"
"000061",71300,"2020-09-30"
"000061",73000,"2020-08-25"
"000061",75700,"2020-06-30"
"000062",32300,"2020-06-30"
"000062",36500,"2020-09-30"
"000063",513600,"2020-06-30"
"000063",570600,"2020-09-30"
"000065",30100,"2020-06-30"
"000065",30200,"2020-09-30"
"000066",154300,"2021-01-20"
"000066",154300,"2021-01-29"
"000066",159300,"2021-01-08"
"000066",171000,"2020-12-31"
"000066",173100,"2020-07-31"
"000066",182000,"2020-11-10"
"000066",183000,"2020-10-09"
"000066",183500,"2020-09-30"
"000066",184700,"2020-12-10"
"000066",185000,"2020-10-31"
"000066",185100,"2020-09-10"
"000066",186900,"2020-11-20"
"000066",187200,"2020-10-20"
"000066",188100,"2020-09-18"
"000066",189300,"2020-11-30"
"000066",190500,"2020-07-20"
"000066",191000,"2020-08-31"
"000066",192600,"2020-12-20"
"000066",193300,"2020-08-10"
"000066",193900,"2020-08-20"
"000066",196200,"2020-06-30"
"000066",199300,"2020-06-10"
"000066",200300,"2020-06-20"
"000066",206200,"2020-07-10"
"000068",45900,"2020-12-18"
"000068",46300,"2020-07-10"
"000068",46400,"2020-12-10"
"000068",46700,"2020-11-20"
"000068",46700,"2020-11-30"
"000068",46900,"2020-09-10"
"000068",46900,"2020-09-18"
"000068",47000,"2020-11-10"
"000068",47300,"2020-08-31"
"000068",47300,"2020-12-31"
"000068",47400,"2020-08-20"
"000068",47400,"2020-10-30"
"000068",47500,"2021-01-29"
"000068",47700,"2020-08-10"
"000068",48400,"2020-06-19"
"000068",48400,"2020-07-31"
"000068",48400,"2020-10-20"
"000068",48600,"2020-09-30"
"000068",48700,"2020-06-30"
"000068",48700,"2021-01-20"
"000068",49800,"2020-06-10"
"000068",50000,"2021-01-08"
"000068",50500,"2020-07-20"
"000069",115600,"2020-06-10"
"000069",115700,"2020-06-19"
"000069",116000,"2020-06-30"
"000069",120900,"2021-01-29"
"000069",122900,"2021-01-08"
"000069",123300,"2020-11-30"
"000069",123300,"2020-12-31"
"000069",123800,"2020-07-10"
"000069",124000,"2020-12-10"
"000069",124800,"2020-07-20"
"000069",125800,"2020-11-20"
"000069",127600,"2020-07-31"
"000069",127900,"2020-11-10"
"000069",129400,"2020-08-20"
"000069",129600,"2020-09-10"
"000069",129900,"2020-08-10"
"000069",130000,"2020-08-31"
"000069",130000,"2020-09-18"
"000069",130100,"2020-10-09"
"000069",130300,"2020-09-30"
"000069",130500,"2020-10-30"
"000069",130600,"2020-10-20"
"000070",51300,"2020-08-20"
"000070",53400,"2020-08-31"
"000070",54700,"2020-09-10"
"000070",56500,"2020-08-10"
"000070",56800,"2020-09-18"
"000070",56900,"2020-09-30"
"000070",57000,"2020-10-10"
"000070",57700,"2020-10-30"
"000070",58100,"2020-10-20"
"000070",60400,"2020-11-20"
"000070",60700,"2020-07-31"
"000070",61100,"2020-12-10"
"000070",61600,"2021-01-29"
"000070",62200,"2020-11-30"
"000070",62300,"2021-01-08"
"000070",62600,"2021-01-20"
"000070",62700,"2020-12-31"
"000070",63000,"2020-11-10"
"000070",63300,"2020-12-18"
"000070",68600,"2020-07-20"
"000070",74800,"2020-07-10"
"000070",77100,"2020-06-30"
"000078",202200,"2020-09-30"
"000078",220700,"2020-06-30"
"000088",60800,"2020-06-30"
"000088",82600,"2020-09-30"
"000089",83700,"2020-06-30"
"000089",92400,"2020-09-30"
"000090",39100,"2020-06-30"
"000090",39100,"2020-09-10"
"000090",58800,"2020-09-30"
"000096",24400,"2020-09-30"
"000096",25300,"2020-06-30"
"000099",53000,"2020-09-30"
"000099",53100,"2020-06-30"
"000100",436100,"2020-11-30"
"000100",467000,"2020-08-31"
"000100",471200,"2020-09-10"
"000100",475600,"2020-11-10"
"000100",477000,"2021-01-08"
"000100",489800,"2020-09-18"
"000100",500300,"2020-12-10"
"000100",501300,"2020-12-25"
"000100",501300,"2020-12-31"
"000100",507100,"2020-08-20"
"000100",509700,"2021-01-29"
"000100",512800,"2020-09-30"
"000100",516900,"2020-06-19"
"000100",516900,"2020-06-20"
"000100",520100,"2020-07-10"
"000100",520700,"2020-10-31"
"000100",522900,"2020-06-30"
"000100",531000,"2020-10-20"
"000100",544500,"2021-01-20"
"000100",547600,"2020-07-20"
"000100",550700,"2020-06-10"
"000150",40600,"2020-06-30"
"000150",41000,"2020-09-30"
"000151",27800,"2021-01-31"
"000151",28000,"2021-01-20"
"000151",28200,"2020-12-31"
"000151",28500,"2020-11-30"
"000151",28700,"2020-10-31"
"000151",29000,"2020-10-20"
"000151",29200,"2020-09-30"
"000151",29700,"2020-08-31"
"000151",30700,"2020-07-31"
"000151",31400,"2020-06-30"
"000153",36700,"2020-06-30"
"000153",46900,"2020-09-30"
"000155",33900,"2020-07-20"
"000155",34100,"2020-11-10"
"000155",34200,"2020-09-10"
"000155",34200,"2020-09-20"
"000155",34300,"2020-09-30"
"000155",34600,"2020-07-10"
"000155",34700,"2020-07-31"
"000155",34800,"2020-08-20"
"000155",34900,"2020-08-10"
"000155",34900,"2020-08-31"
"000155",35000,"2020-10-20"
"000155",35200,"2020-06-19"
"000155",35300,"2020-10-30"
"000155",37400,"2020-06-10"
"000155",39700,"2020-11-30"
"000155",39800,"2020-06-30"
"000155",40800,"2020-12-10"
"000155",43600,"2020-11-20"
"000155",55300,"2020-12-18"
"000155",55500,"2020-12-31"
"000155",59400,"2021-01-08"
"000155",84200,"2021-01-20"
"000155",117200,"2021-01-29"
"000156",46100,"2020-06-30"
"000156",48900,"2020-09-30"
"000156",49600,"2020-09-10"
"000156",49700,"2020-09-18"
"000156",50100,"2020-08-20"
"000156",51700,"2020-07-31"
"000156",52100,"2020-08-31"
"000157",231800,"2020-09-10"
"000157",235700,"2020-08-10"
"000157",236100,"2020-12-10"
"000157",236300,"2020-10-30"
"000157",236400,"2020-07-31"
"000157",236900,"2020-11-30"
"000157",239700,"2020-07-20"
"000157",240200,"2020-12-18"
"000157",242700,"2020-12-31"
"000157",243300,"2020-11-10"
"000157",244900,"2020-11-20"
"000157",251300,"2021-01-08"
"000157",256200,"2021-01-20"
"000157",276600,"2021-01-29"
"000158",80600,"2020-06-12"
"000158",81200,"2020-06-30"
"000158",91300,"2020-10-30"
"000158",91700,"2020-11-30"
"000158",91900,"2020-07-20"
"000158",95100,"2020-09-30"
"000158",98900,"2020-08-20"
"000159",58000,"2020-09-30"
"000159",64300,"2020-06-30"
"000166",289600,"2020-06-30"
"000166",317100,"2020-09-30"
"000301",62000,"2020-09-30"
"000301",67500,"2020-06-30"
"000333",181400,"2020-09-30"
"000333",184200,"2020-06-30"
"000400",64800,"2020-09-30"
"000400",70000,"2021-01-08"
"000400",74200,"2020-06-30"
"000401",108900,"2020-06-10"
"000401",114800,"2020-07-20"
"000401",116400,"2020-06-19"
"000401",119000,"2020-06-30"
"000401",119500,"2021-01-29"
"000401",119900,"2020-08-10"
"000401",120800,"2020-07-10"
"000401",121500,"2020-08-31"
"000401",121800,"2020-09-30"
"000401",121800,"2020-12-18"
"000401",123700,"2020-11-20"
"000402",68900,"2021-01-31"
"000402",69600,"2020-12-31"
"000402",70100,"2020-11-30"
"000402",70700,"2020-10-31"
"000402",71500,"2020-09-30"
"000402",72900,"2020-06-30"
"000402",73100,"2020-08-31"
"000402",73200,"2020-07-31"
"000403",10300,"2020-06-30"
"000403",10600,"2020-06-10"
"000403",11700,"2020-07-20"
"000403",16800,"2020-09-30"
"000404",30900,"2020-09-30"
"000404",31000,"2020-10-09"
"000404",31000,"2020-10-20"
"000404",31100,"2020-09-18"
"000404",31300,"2020-08-31"
"000404",32000,"2020-06-30"
"000404",32100,"2020-06-19"
"000404",32200,"2020-06-10"
"000404",32300,"2020-08-20"
"000404",32500,"2020-11-20"
"000404",33500,"2020-07-31"
"000404",36700,"2020-12-31"
"000407",41700,"2020-09-30"
"000407",46600,"2020-06-30"
"000408",17800,"2020-12-10"
"000408",17900,"2020-12-31"
"000408",18100,"2021-01-20"
"000408",18300,"2020-09-30"
"000408",22800,"2020-06-30"
"000409",30000,"2020-09-30"
"000409",30400,"2020-06-30"
"000410",81000,"2020-09-30"
"000410",86400,"2020-06-30"
"000411",12500,"2020-06-10"
"000411",13500,"2020-07-20"
"000411",14300,"2020-06-30"
"000411",14300,"2020-07-10"
"000411",24800,"2020-07-31"
"000411",32100,"2020-09-10"
"000411",34000,"2020-09-18"
"000411",36200,"2021-01-29"
"000411",38900,"2020-08-31"
"000411",43900,"2020-09-30"
"000411",44300,"2020-08-10"
"000411",44400,"2020-08-20"
"000411",46000,"2020-11-20"
"000411",47100,"2020-10-20"
"000411",47100,"2020-11-10"
"000411",47900,"2020-10-30"
"000413",326900,"2021-01-31"
"000413",331400,"2021-01-10"
"000413",337600,"2020-11-20"
"000413",339000,"2020-11-10"
"000413",340500,"2020-10-31"
"000413",340500,"2020-11-30"
"000413",340600,"2020-12-20"
"000413",343500,"2020-10-20"
"000413",345800,"2020-12-10"
"000413",348800,"2020-09-30"
"000413",357100,"2020-08-31"
"000413",357200,"2020-07-31"
"000413",358000,"2020-07-10"
"000413",358100,"2020-08-10"
"000413",365300,"2020-08-20"
"000415",94100,"2020-09-30"
"000415",96400,"2020-06-30"
"000416",30000,"2020-09-30"
"000416",39100,"2020-06-30"
"000417",28200,"2020-09-30"
"000417",31800,"2020-06-30"
"000419",22800,"2020-09-30"
"000419",24400,"2020-06-30"
"000420",75700,"2020-09-30"
"000420",82800,"2020-06-30"
"000421",26300,"2020-06-30"
"000421",44100,"2020-09-30"
"000422",43600,"2020-09-30"
"000422",46200,"2020-06-30"
"000423",67400,"2020-09-30"
"000423",70100,"2020-08-20"
"000423",73100,"2020-06-30"
"000423",73700,"2020-06-19"
"000423",76500,"2021-01-20"
"000423",77000,"2021-01-31"
"000423",77300,"2020-07-10"
"000425",198800,"2020-06-30"
"000425",217300,"2020-09-30"
"000426",31200,"2020-06-19"
"000426",31900,"2020-06-10"
"000426",32300,"2020-07-20"
"000426",32600,"2020-06-30"
"000426",34000,"2020-07-10"
"000426",35600,"2021-01-29"
"000426",36100,"2021-01-08"
"000426",36400,"2021-01-20"
"000426",37000,"2020-07-31"
"000426",37700,"2020-11-10"
"000426",37900,"2020-11-20"
"000426",38600,"2020-10-30"
"000426",38900,"2020-10-20"
"000426",39000,"2020-12-18"
"000426",39200,"2020-11-30"
"000426",39800,"2020-12-10"
"000426",40000,"2020-09-30"
"000426",40000,"2020-10-09"
"000426",40200,"2020-09-18"
"000426",40300,"2020-09-10"
"000426",41900,"2020-08-10"
"000426",43200,"2020-08-20"
"000428",32100,"2020-07-10"
"000428",32400,"2020-06-19"
"000428",32400,"2020-06-20"
"000428",32700,"2020-06-10"
"000428",33000,"2020-06-30"
"000428",34900,"2020-09-10"
"000428",35100,"2020-09-20"
"000428",35400,"2020-08-31"
"000428",35700,"2020-08-20"
"000428",35900,"2021-01-20"
"000428",36000,"2021-01-10"
"000428",36000,"2021-01-31"
"000428",36500,"2020-12-31"
"000428",36600,"2020-07-31"
"000428",37200,"2020-12-10"
"000428",37300,"2020-08-10"
"000428",37400,"2020-12-18"
"000428",37500,"2020-10-20"
"000428",38300,"2020-10-10"
"000428",38300,"2020-11-30"
"000428",38800,"2020-07-20"
"000428",38900,"2020-09-30"
"000430",25700,"2020-06-30"
"000430",28800,"2020-09-30"
"000488",88900,"2020-06-30"
"000488",98000,"2020-09-30"
"000498",46400,"2020-09-30"
"000498",52000,"2020-06-30"
"000501",22100,"2020-06-30"
"000501",40800,"2020-09-30"
"000502",16600,"2020-11-30"
"000502",18500,"2020-06-30"
"000502",18500,"2020-07-31"
"000502",18500,"2020-09-30"
"000503",55600,"2020-09-30"
"000503",60100,"2020-06-30"
"000504",10700,"2020-09-30"
"000504",12300,"2020-06-30"
"000506",51100,"2020-06-30"
"000506",56500,"2020-09-30"
"000507",86100,"2021-01-29"
"000507",87100,"2021-01-08"
"000507",87200,"2021-01-20"
"000507",87900,"2020-12-31"
"000507",88600,"2020-12-18"
"000507",88700,"2020-12-10"
"000507",89800,"2020-11-30"
"000507",89900,"2020-10-30"
"000507",90100,"2020-11-10"
"000507",90500,"2020-11-20"
"000507",90600,"2020-10-20"
"000507",91200,"2020-09-30"
"000507",91200,"2020-10-09"
"000507",91900,"2020-09-10"
"000507",92100,"2020-09-18"
"000507",92500,"2020-08-31"
"000507",93600,"2020-08-20"
"000507",94800,"2020-08-10"
"000507",95200,"2020-06-30"
"000507",95900,"2020-07-20"
"000507",96700,"2020-07-31"
"000507",97400,"2020-07-10"
"000509",40800,"2020-09-30"
"000509",46800,"2020-06-30"
"000510",43600,"2020-12-31"
"000510",43600,"2021-01-20"
"000510",44500,"2020-11-30"
"000510",44800,"2020-12-10"
"000510",47300,"2020-11-10"
"000510",48000,"2020-09-18"
"000510",48600,"2020-09-30"
"000510",48600,"2020-10-09"
"000510",54300,"2020-06-30"
"000511",108000,"2020-09-30"
"000511",108500,"2020-06-30"
"000513",36800,"2020-06-10"
"000513",36900,"2020-06-30"
"000513",41800,"2020-07-10"
"000513",43400,"2020-07-20"
"000513",51500,"2020-09-30"
"000513",51900,"2020-11-10"
"000513",54900,"2020-12-10"
"000514",47600,"2020-09-30"
"000514",50500,"2020-06-30"
"000516",68400,"2020-09-30"
"000516",85200,"2020-06-30"
"000517",45300,"2020-09-30"
"000517",45400,"2020-06-30"
"000518",128400,"2020-06-30"
"000518",149900,"2020-09-30"
"000519",106000,"2020-06-30"
"000519",107400,"2020-07-20"
"000519",107600,"2020-06-10"
"000519",108400,"2021-01-08"
"000519",108700,"2021-01-29"
"000519",109700,"2020-06-19"
"000519",110200,"2020-07-10"
"000519",112800,"2021-01-20"
"000519",112900,"2020-11-10"
"000519",113200,"2020-12-31"
"000519",114500,"2020-10-30"
"000519",115500,"2020-11-20"
"000519",115700,"2020-07-31"
"000519",115800,"2020-10-20"
"000519",115900,"2020-12-10"
"000519",116200,"2020-09-10"
"000519",116700,"2020-11-30"
"000519",118000,"2020-09-18"
"000519",118000,"2020-09-30"
"000519",120200,"2020-08-31"
"000519",120500,"2020-08-20"
"000519",121400,"2020-08-10"
"000520",81600,"2020-09-30"
"000520",85200,"2020-06-30"
"000523",36600,"2020-06-30"
"000523",36700,"2020-09-30"
"000524",24800,"2020-06-30"
"000524",43300,"2020-09-30"
"000525",39800,"2021-01-20"
"000525",40400,"2020-12-30"
"000525",40700,"2020-12-18"
"000525",41600,"2020-11-20"
"000525",41600,"2020-12-20"
"000525",41800,"2020-06-30"
"000525",43900,"2020-09-30"
"000525",44900,"2020-09-18"
"000525",47000,"2020-08-31"
"000526",8351,"2020-09-30"
"000526",8965,"2020-06-30"
"000528",82400,"2020-09-30"
"000528",90900,"2020-06-30"
"000529",39400,"2020-06-30"
"000529",39500,"2020-09-30"
"000530",34000,"2020-10-30"
"000530",34400,"2020-10-09"
"000530",34500,"2020-11-30"
"000530",34700,"2020-09-18"
"000530",34800,"2020-09-10"
"000530",35100,"2020-11-20"
"000530",35200,"2020-12-10"
"000530",35400,"2020-08-31"
"000530",35700,"2020-08-20"
"000530",36400,"2021-01-29"
"000530",36800,"2020-08-10"
"000530",37000,"2020-07-20"
"000530",37900,"2020-07-10"
"000530",38000,"2021-01-20"
"000530",39000,"2020-07-31"
"000530",39400,"2020-06-30"
"000530",39700,"2020-06-19"
"000530",40000,"2020-06-10"
"000530",40300,"2021-01-08"
"000530",46900,"2020-12-31"
"000531",28500,"2020-06-30"
"000531",29400,"2020-09-30"
"000532",33200,"2020-09-30"
"000532",38600,"2020-06-30"
"000533",41300,"2020-09-30"
"000533",44300,"2020-06-30"
"000534",18600,"2020-09-30"
"000534",19400,"2020-06-30"
"000536",56200,"2021-01-29"
"000536",56600,"2021-01-08"
"000536",56800,"2021-01-20"
"000536",57300,"2020-12-18"
"000536",57400,"2020-12-31"
"000536",57900,"2020-11-10"
"000536",58300,"2020-10-30"
"000536",58500,"2020-11-30"
"000536",58600,"2020-12-10"
"000536",59500,"2020-10-09"
"000536",59700,"2020-09-18"
"000536",59700,"2020-09-30"
"000536",60600,"2020-09-10"
"000536",62000,"2020-08-31"
"000536",62400,"2020-08-20"
"000536",62500,"2020-08-10"
"000536",64400,"2020-07-31"
"000536",65700,"2020-07-20"
"000536",67300,"2020-07-10"
"000536",71100,"2020-06-30"
"000537",29300,"2020-08-10"
"000537",29900,"2020-08-31"
"000537",30100,"2020-08-20"
"000537",30200,"2020-09-10"
"000537",30300,"2020-07-31"
"000537",30500,"2020-09-20"
"000537",30600,"2020-09-30"
"000537",31100,"2020-07-20"
"000537",31200,"2020-07-10"
"000537",31300,"2020-10-20"
"000537",31400,"2020-06-30"
"000537",31600,"2020-10-30"
"000537",31800,"2020-06-20"
"000537",32000,"2021-01-29"
"000537",32200,"2020-12-20"
"000537",32200,"2020-12-31"
"000537",32300,"2021-01-10"
"000537",32300,"2021-01-20"
"000537",32700,"2020-11-20"
"000537",32800,"2020-11-30"
"000537",32900,"2020-06-10"
"000538",61700,"2020-06-30"
"000538",93900,"2020-09-30"
"000540",195200,"2021-01-20"
"000540",196500,"2021-01-10"
"000540",200000,"2020-06-30"
"000540",204500,"2020-09-30"
"000543",56700,"2020-09-30"
"000543",58400,"2020-11-20"
"000543",59600,"2020-06-30"
"000544",30700,"2020-06-30"
"000544",34000,"2020-09-30"
"000545",60900,"2020-09-30"
"000545",64000,"2020-06-30"
"000545",86100,"2020-12-31"
"000546",15100,"2020-06-30"
"000546",20700,"2020-09-30"
"000547",68900,"2020-12-18"
"000547",71100,"2020-12-10"
"000547",72300,"2020-12-31"
"000547",75200,"2020-10-20"
"000547",75400,"2020-10-30"
"000547",76700,"2021-01-10"
"000547",78600,"2020-11-30"
"000547",80700,"2020-11-20"
"000547",82300,"2020-11-10"
"000547",83400,"2020-10-09"
"000547",85600,"2020-09-30"
"000547",86500,"2020-06-10"
"000547",86700,"2021-01-20"
"000547",87600,"2020-06-19"
"000547",88200,"2020-09-10"
"000547",92000,"2020-06-30"
"000547",92500,"2021-01-29"
"000547",92900,"2020-09-18"
"000547",96000,"2020-07-10"
"000547",98300,"2020-08-31"
