"code","pp3","jzdate"
"002308",41700,"2020-09-30"
"002309",28200,"2020-09-30"
"002309",30600,"2020-06-30"
"002310",91000,"2020-09-30"
"002310",98800,"2020-06-30"
"002311",15400,"2020-06-30"
"002311",20600,"2020-09-30"
"002312",69300,"2021-01-08"
"002312",69400,"2020-08-10"
"002312",70400,"2020-12-18"
"002312",70700,"2020-07-10"
"002312",70700,"2020-12-10"
"002312",70800,"2020-07-31"
"002312",71100,"2020-07-20"
"002312",71100,"2020-08-31"
"002312",71200,"2020-11-30"
"002312",71700,"2020-11-10"
"002312",71800,"2020-10-20"
"002312",72300,"2020-10-30"
"002312",72700,"2020-06-20"
"002312",73000,"2020-06-10"
"002312",73800,"2020-09-18"
"002312",74700,"2020-06-30"
"002312",75300,"2020-09-10"
"002312",76200,"2020-09-30"
"002313",19000,"2020-06-10"
"002313",19000,"2020-07-10"
"002313",19000,"2020-07-20"
"002313",20000,"2020-06-19"
"002313",20000,"2020-11-20"
"002313",20000,"2020-12-24"
"002313",20000,"2020-12-30"
"002313",20000,"2021-01-29"
"002313",20200,"2020-06-30"
"002313",21000,"2020-07-31"
"002313",21000,"2020-09-18"
"002313",21000,"2020-10-20"
"002313",21000,"2020-10-30"
"002313",21400,"2020-09-30"
"002313",22000,"2020-08-20"
"002314",44500,"2020-06-19"
"002314",44500,"2020-06-30"
"002314",44500,"2020-07-10"
"002314",45600,"2020-07-31"
"002314",45600,"2020-09-30"
"002314",45700,"2020-10-30"
"002314",45800,"2020-06-10"
"002314",45800,"2020-10-09"
"002314",45900,"2020-11-10"
"002314",46100,"2020-11-20"
"002314",46200,"2020-12-10"
"002314",46300,"2020-11-30"
"002314",46500,"2020-10-20"
"002314",46600,"2020-07-20"
"002314",47300,"2020-09-10"
"002314",47400,"2021-01-29"
"002314",47900,"2020-08-20"
"002314",48100,"2020-08-31"
"002314",48300,"2020-09-18"
"002314",48800,"2021-01-20"
"002314",48900,"2020-08-10"
"002314",50700,"2021-01-10"
"002315",28300,"2020-11-30"
"002315",29400,"2020-09-30"
"002315",30400,"2020-06-30"
"002316",30200,"2020-09-30"
"002316",31800,"2020-06-19"
"002316",31800,"2020-06-30"
"002316",32000,"2020-06-10"
"002316",32000,"2020-08-31"
"002316",34400,"2020-07-31"
"002316",35200,"2020-07-10"
"002317",34300,"2020-09-30"
"002317",36300,"2020-06-30"
"002318",41300,"2020-09-30"
"002318",48100,"2020-06-30"
"002319",10400,"2020-09-30"
"002319",12100,"2020-06-30"
"002320",44000,"2020-10-31"
"002320",44000,"2020-12-20"
"002320",44000,"2020-12-31"
"002320",44000,"2021-01-23"
"002320",45000,"2020-10-30"
"002320",45300,"2020-09-30"
"002320",46000,"2020-09-14"
"002320",47000,"2020-08-18"
"002320",47000,"2020-08-25"
"002320",47000,"2020-08-31"
"002320",50000,"2020-06-29"
"002320",50000,"2020-07-09"
"002320",50000,"2020-07-13"
"002320",50000,"2020-07-31"
"002320",50900,"2020-06-30"
"002320",54000,"2020-06-12"
"002321",53300,"2020-10-10"
"002321",53400,"2020-09-30"
"002321",53900,"2020-10-30"
"002321",54200,"2020-11-30"
"002321",54500,"2020-06-30"
"002321",54600,"2020-10-20"
"002321",54800,"2020-08-10"
"002321",55000,"2020-07-31"
"002321",57500,"2020-08-20"
"002321",60300,"2020-12-31"
"002321",60500,"2021-01-08"
"002321",60800,"2020-12-18"
"002321",65000,"2020-12-10"
"002322",15400,"2020-09-30"
"002322",19200,"2020-06-30"
"002323",18100,"2020-09-30"
"002323",21900,"2020-06-30"
"002324",17500,"2020-06-30"
"002324",31700,"2020-09-30"
"002325",47100,"2020-09-30"
"002325",48000,"2020-06-30"
"002326",88200,"2020-09-30"
"002326",94100,"2020-06-30"
"002327",27700,"2020-06-30"
"002327",28600,"2020-09-30"
"002328",45000,"2021-01-08"
"002328",46000,"2020-12-31"
"002328",46200,"2020-07-20"
"002328",46600,"2020-07-31"
"002328",47000,"2020-07-10"
"002328",47400,"2020-08-10"
"002328",47400,"2020-11-20"
"002328",47400,"2020-12-18"
"002328",47500,"2020-11-10"
"002328",48000,"2020-12-10"
"002328",48000,"2021-01-20"
"002328",48100,"2020-10-31"
"002328",48300,"2020-10-20"
"002328",48900,"2020-09-30"
"002328",48900,"2020-10-09"
"002328",50000,"2020-09-18"
"002328",50400,"2020-09-10"
"002328",51000,"2020-11-30"
"002328",51400,"2020-06-19"
"002328",51700,"2020-06-10"
"002328",52100,"2020-06-30"
"002328",52100,"2020-08-31"
"002328",54500,"2020-08-20"
"002329",56500,"2020-09-30"
"002329",60000,"2020-06-30"
"002330",31100,"2020-07-10"
"002330",32100,"2020-09-10"
"002330",32300,"2020-10-20"
"002330",32400,"2020-08-10"
"002330",32800,"2020-09-30"
"002330",32900,"2020-06-30"
"002330",32900,"2020-10-09"
"002330",33100,"2020-08-31"
"002330",33400,"2020-06-10"
"002330",33500,"2020-08-20"
"002330",33800,"2020-07-31"
"002330",33900,"2020-06-19"
"002330",34200,"2020-07-20"
"002330",34200,"2020-07-30"
"002331",32100,"2020-06-30"
"002331",33000,"2020-09-30"
"002332",31000,"2020-06-20"
"002332",32700,"2020-06-30"
"002332",34000,"2020-10-30"
"002332",34700,"2020-09-30"
"002332",37000,"2020-12-20"
"002332",38000,"2020-07-10"
"002332",38000,"2020-12-31"
"002332",38000,"2021-01-20"
"002332",39000,"2021-01-31"
"002332",40000,"2020-07-31"
"002332",40000,"2020-08-10"
"002332",40000,"2020-11-20"
"002333",10400,"2021-01-29"
"002333",10500,"2020-10-30"
"002333",10500,"2020-12-18"
"002333",10500,"2021-01-08"
"002333",10700,"2020-09-10"
"002333",10700,"2020-09-30"
"002333",10700,"2020-10-09"
"002333",10700,"2020-11-30"
"002333",10900,"2020-08-10"
"002333",11600,"2020-07-10"
"002333",11800,"2020-06-30"
"002333",11900,"2020-06-10"
"002333",11900,"2020-06-19"
"002334",61200,"2020-10-20"
"002334",63300,"2021-01-29"
"002334",63500,"2021-01-20"
"002334",64000,"2020-12-18"
"002334",64600,"2020-12-10"
"002334",64700,"2020-09-30"
"002334",64700,"2020-10-09"
"002334",65100,"2020-11-30"
"002334",65400,"2020-06-30"
"002334",65400,"2021-01-08"
"002334",65800,"2020-06-10"
"002334",65800,"2020-09-18"
"002334",65900,"2020-11-20"
"002334",66000,"2020-06-19"
"002334",66000,"2020-10-30"
"002334",66600,"2020-09-10"
"002334",66700,"2020-11-10"
"002334",66800,"2020-08-31"
"002334",67300,"2020-08-20"
"002334",67700,"2020-08-10"
"002334",68400,"2020-07-31"
"002334",70800,"2020-07-20"
"002334",76200,"2020-07-10"
"002335",24400,"2020-09-30"
"002335",24900,"2020-06-30"
"002336",11900,"2020-09-30"
"002336",12600,"2020-06-30"
"002337",61300,"2020-09-30"
"002337",64900,"2020-06-30"
"002338",37000,"2020-09-30"
"002338",39000,"2020-06-30"
"002339",38100,"2020-09-30"
"002339",39100,"2020-06-30"
"002340",231800,"2020-06-30"
"002340",236700,"2020-09-30"
"002341",66400,"2020-09-30"
"002341",73600,"2020-06-30"
"002342",78400,"2020-09-30"
"002342",81400,"2020-06-30"
"002342",119200,"2021-01-31"
"002343",22900,"2020-06-10"
"002343",24600,"2021-01-20"
"002343",24700,"2020-10-09"
"002343",24700,"2021-01-29"
"002343",24800,"2020-09-30"
"002343",24800,"2021-01-08"
"002343",25000,"2020-12-31"
"002343",25200,"2020-09-18"
"002343",25300,"2020-12-18"
"002343",25400,"2020-12-10"
"002343",25500,"2020-09-10"
"002343",25800,"2020-10-30"
"002343",25800,"2020-11-20"
"002343",25900,"2020-11-30"
"002343",26000,"2020-11-10"
"002343",26100,"2020-10-20"
"002343",26900,"2020-07-20"
"002343",27300,"2020-06-30"
"002343",27300,"2020-08-31"
"002343",28800,"2020-06-19"
"002343",28800,"2020-07-31"
"002343",29100,"2020-07-10"
"002343",29200,"2020-08-20"
"002343",29900,"2020-08-10"
"002344",38300,"2020-09-30"
"002344",45900,"2020-06-30"
"002345",26800,"2020-09-30"
"002345",30400,"2020-06-30"
"002346",21400,"2020-09-30"
"002346",23000,"2020-06-30"
"002347",29000,"2020-11-10"
"002347",29100,"2020-10-30"
"002347",29500,"2020-09-30"
"002347",30700,"2020-07-20"
"002347",30900,"2020-11-30"
"002347",31200,"2020-11-20"
"002347",33700,"2020-06-30"
"002347",34200,"2020-06-19"
"002348",34900,"2020-11-30"
"002348",35100,"2020-09-30"
"002348",37200,"2020-11-20"
"002348",37500,"2020-06-30"
"002348",39900,"2020-12-18"
"002349",39400,"2020-09-30"
"002349",43400,"2020-06-30"
"002350",28900,"2020-09-30"
"002350",32100,"2020-06-30"
"002351",115000,"2020-06-30"
"002351",118000,"2020-09-30"
"002352",54000,"2020-06-30"
"002352",82000,"2020-09-30"
"002353",28000,"2021-01-31"
"002353",31600,"2021-01-20"
"002353",34200,"2020-12-10"
"002353",34900,"2020-12-18"
"002353",36000,"2021-01-08"
"002353",37900,"2020-11-30"
"002353",43000,"2020-11-20"
"002353",45300,"2020-08-31"
"002353",45900,"2020-10-09"
"002353",46600,"2020-09-30"
"002353",46700,"2020-06-19"
"002353",46800,"2020-09-18"
"002353",47000,"2020-07-31"
"002353",47400,"2020-06-30"
"002353",48200,"2020-08-20"
"002353",48400,"2020-08-10"
"002353",48400,"2020-11-10"
"002353",48600,"2020-09-10"
"002353",49400,"2020-10-30"
"002353",49400,"2020-10-31"
"002353",49600,"2020-10-20"
"002353",50300,"2020-06-10"
"002353",50800,"2020-07-20"
"002353",53100,"2020-07-10"
"002354",24700,"2020-09-30"
"002354",31200,"2020-06-30"
"002355",22400,"2020-09-30"
"002355",22500,"2020-09-10"
"002355",22500,"2020-12-20"
"002355",22900,"2020-08-31"
"002355",23400,"2020-11-30"
"002355",23400,"2021-01-29"
"002355",25300,"2020-07-31"
"002355",26900,"2020-06-30"
"002356",22000,"2020-09-30"
"002356",23700,"2020-06-30"
"002357",16000,"2021-01-08"
"002357",16000,"2021-01-20"
"002357",16000,"2021-01-29"
"002357",16500,"2020-12-18"
"002357",16800,"2020-11-10"
"002357",16800,"2020-12-10"
"002357",16900,"2020-07-20"
"002357",16900,"2020-10-30"
"002357",16900,"2020-11-20"
"002357",17100,"2020-07-31"
"002357",17200,"2020-10-20"
"002357",17300,"2020-09-30"
"002357",17300,"2020-10-09"
"002357",17400,"2020-06-30"
"002357",17400,"2020-09-18"
"002357",17700,"2020-06-19"
"002357",19100,"2020-08-31"
"002357",19800,"2020-08-20"
"002357",20800,"2020-08-10"
"002358",56700,"2020-09-30"
"002358",60400,"2020-06-30"
"002360",16000,"2020-09-30"
"002360",16000,"2020-11-10"
"002360",16000,"2020-11-30"
"002360",18200,"2020-06-30"
"002361",44100,"2020-06-30"
"002361",55100,"2020-09-30"
"002362",35400,"2021-01-08"
"002362",36200,"2020-12-18"
"002362",36700,"2020-12-31"
"002362",37300,"2020-11-30"
"002362",37400,"2021-01-20"
"002362",37800,"2020-11-10"
"002362",38100,"2020-10-20"
"002362",38400,"2020-10-30"
"002362",38400,"2021-01-31"
"002362",41200,"2020-09-18"
"002362",41300,"2020-09-30"
"002362",41500,"2020-08-31"
"002362",46000,"2020-06-30"
"002363",26800,"2020-06-30"
"002363",30600,"2020-09-30"
"002363",30600,"2020-11-10"
"002363",30900,"2020-09-18"
"002363",31200,"2020-08-10"
"002363",31400,"2020-07-31"
"002363",32900,"2020-11-20"
"002363",34500,"2020-12-18"
"002363",35700,"2020-12-10"
"002363",38400,"2020-11-30"
"002363",38500,"2021-01-08"
"002363",39000,"2021-01-20"
"002363",40400,"2020-12-31"
"002364",36300,"2020-06-30"
"002364",42400,"2020-12-31"
"002364",43100,"2020-11-10"
"002364",43900,"2021-01-29"
"002364",44200,"2020-11-30"
"002364",44900,"2020-09-30"
"002365",24100,"2020-06-30"
"002365",24900,"2020-09-30"
"002366",43000,"2020-07-20"
"002366",45300,"2020-07-10"
"002366",45600,"2020-06-30"
"002366",45600,"2020-08-31"
"002366",46500,"2020-10-20"
"002366",47200,"2020-09-30"
"002366",47800,"2020-11-20"
"002366",53100,"2020-12-18"
"002367",40700,"2020-09-30"
"002367",47000,"2020-06-30"
"002368",25600,"2020-06-30"
"002368",35900,"2021-01-21"
"002368",41100,"2020-09-30"
"002369",48000,"2021-01-20"
"002369",49000,"2020-12-31"
"002369",50000,"2020-11-30"
"002369",52100,"2020-09-30"
"002369",56700,"2020-06-30"
"002369",57000,"2020-06-10"
"002370",40800,"2020-09-30"
"002370",43400,"2020-06-30"
"002371",48100,"2020-07-31"
"002371",51300,"2020-06-30"
"002371",52600,"2021-01-31"
"002371",55800,"2021-01-20"
"002371",56400,"2020-06-10"
"002371",56800,"2020-08-10"
"002371",64300,"2020-10-30"
"002371",65600,"2020-09-30"
"002371",66500,"2020-10-20"
"002371",68700,"2020-11-20"
"002371",69000,"2021-01-08"
"002371",75400,"2020-12-31"
"002371",76000,"2020-12-10"
"002371",80900,"2020-12-18"
"002372",43600,"2020-09-30"
"002372",45400,"2020-06-30"
"002373",79900,"2020-06-19"
"002373",80300,"2020-06-10"
"002373",82100,"2020-06-30"
"002373",85300,"2020-07-10"
"002373",86200,"2020-07-20"
"002373",89600,"2021-01-20"
"002373",92600,"2020-11-10"
"002373",93600,"2020-11-20"
"002373",94100,"2020-10-31"
"002373",94300,"2020-12-20"
"002373",97100,"2020-08-31"
"002373",97400,"2020-10-09"
"002373",97500,"2020-09-30"
"002373",100600,"2020-09-20"
"002373",101500,"2020-08-20"
"002374",30300,"2020-09-30"
"002374",32400,"2020-06-30"
"002375",22300,"2020-09-10"
"002375",22800,"2020-08-20"
"002375",22900,"2020-09-18"
"002375",23200,"2020-08-31"
"002375",23200,"2020-10-09"
"002375",23600,"2020-09-30"
"002375",23600,"2020-10-30"
"002375",23700,"2020-10-20"
"002375",24100,"2020-08-10"
"002375",24200,"2020-11-10"
"002375",24400,"2021-01-08"
"002375",24600,"2020-07-31"
"002375",24800,"2020-12-31"
"002375",25000,"2020-07-20"
"002375",25000,"2020-12-18"
"002375",25200,"2020-12-10"
"002375",25300,"2020-11-30"
"002375",26100,"2020-07-10"
"002375",26700,"2020-06-30"
"002375",27100,"2020-06-19"
"002375",28300,"2020-06-10"
"002375",28700,"2021-01-20"
"002376",34500,"2021-01-29"
"002376",34700,"2020-12-31"
"002376",35300,"2020-10-30"
"002376",35800,"2020-11-30"
"002376",35900,"2020-09-30"
"002376",36000,"2020-08-31"
"002376",36700,"2020-07-31"
"002376",37500,"2020-06-30"
"002377",29100,"2020-09-30"
"002377",30100,"2020-06-30"
"002378",41300,"2020-12-31"
"002378",43200,"2020-07-10"
"002378",43900,"2020-12-10"
"002378",44000,"2020-06-30"
"002378",44000,"2020-09-10"
"002378",44300,"2020-12-18"
"002378",44400,"2020-06-19"
"002378",44700,"2020-06-10"
"002378",44800,"2021-01-08"
"002378",45100,"2020-11-30"
"002378",45200,"2020-08-31"
"002378",45700,"2020-11-20"
"002378",48200,"2020-07-20"
"002378",50500,"2020-09-30"
"002378",56600,"2020-09-18"
"002379",40300,"2020-10-30"
"002379",40600,"2020-11-10"
"002379",40700,"2020-10-20"
"002379",41000,"2020-09-30"
"002379",41100,"2020-08-10"
"002379",41100,"2020-10-09"
"002379",41200,"2021-01-29"
"002379",41700,"2020-06-30"
"002379",41700,"2020-07-20"
"002379",41700,"2020-07-31"
"002379",41700,"2020-09-18"
"002379",41800,"2020-06-19"
"002379",41800,"2020-07-10"
"002379",41900,"2021-01-20"
"002379",42100,"2020-06-10"
"002379",42700,"2020-09-10"
"002379",42800,"2020-08-31"
"002379",42800,"2021-01-08"
"002379",43800,"2020-12-31"
"002379",44000,"2020-11-20"
"002379",44100,"2020-08-20"
"002379",45600,"2020-12-18"
"002379",47700,"2020-12-10"
"002379",50600,"2020-11-30"
"002380",17600,"2020-06-19"
"002380",18300,"2020-07-20"
"002380",18300,"2020-07-31"
"002380",18500,"2020-06-30"
"002380",18500,"2020-07-10"
"002380",19300,"2020-09-30"
"002380",19400,"2020-09-10"
"002380",19400,"2020-12-31"
"002380",19500,"2020-09-18"
"002380",19600,"2020-10-20"
"002380",19600,"2020-12-10"
"002380",19900,"2020-11-10"
"002380",19900,"2020-11-30"
"002380",20300,"2020-08-20"
"002380",20400,"2020-08-31"
"002380",20600,"2020-08-10"
"002381",22500,"2020-09-30"
"002381",25400,"2020-06-30"
"002382",36600,"2020-06-19"
"002382",37400,"2020-06-30"
"002382",41100,"2020-07-10"
"002382",59400,"2020-08-10"
"002382",59500,"2020-07-20"
"002382",63100,"2020-08-20"
"002382",66200,"2020-09-18"
"002382",67600,"2020-08-31"
"002382",74400,"2020-10-20"
"002382",74700,"2020-09-30"
"002382",79100,"2020-10-30"
"002382",84700,"2020-11-10"
"002382",85700,"2020-11-20"
"002382",87600,"2020-12-18"
"002382",88400,"2020-11-30"
"002382",90000,"2020-12-10"
"002382",91500,"2020-12-31"
"002382",93300,"2021-01-08"
"002382",94800,"2021-01-20"
"002383",42800,"2020-06-30"
"002383",48900,"2020-09-30"
"002384",91500,"2020-06-30"
"002384",122300,"2020-09-30"
"002385",200000,"2021-01-10"
"002385",208700,"2020-07-01"
"002385",208700,"2020-07-10"
"002385",210000,"2020-06-19"
"002385",220000,"2020-08-20"
"002385",220000,"2020-08-22"
"002385",220400,"2020-06-30"
"002385",230000,"2020-10-10"
"002385",244700,"2020-09-30"
"002385",250000,"2020-10-20"
"002386",42300,"2020-06-30"
"002386",43800,"2020-09-30"
"002386",44300,"2020-09-18"
"002387",35900,"2020-06-10"
"002387",39300,"2020-06-30"
"002387",41500,"2020-09-30"
"002387",43200,"2021-01-08"
"002387",44700,"2021-01-20"
"002387",45100,"2020-07-20"
"002387",45900,"2020-08-20"
"002388",31600,"2021-01-29"
"002388",31900,"2021-01-08"
"002388",31900,"2021-01-20"
"002388",32100,"2020-11-10"
"002388",32100,"2020-12-31"
"002388",32200,"2020-12-18"
"002388",32300,"2020-10-30"
"002388",32300,"2020-11-20"
"002388",32300,"2020-11-30"
"002388",32500,"2020-10-20"
"002388",32600,"2020-09-10"
"002388",32600,"2020-09-18"
"002388",32600,"2020-12-10"
"002388",32700,"2020-07-20"
"002388",32700,"2020-08-31"
"002388",32700,"2020-09-30"
"002388",33000,"2020-07-31"
"002388",33000,"2020-08-20"
"002388",33200,"2020-08-10"
"002388",34100,"2020-07-10"
"002388",35700,"2020-06-19"
"002388",36400,"2020-06-30"
"002388",37600,"2020-06-10"
"002389",37000,"2020-07-20"
"002389",38800,"2020-07-10"
"002389",43500,"2020-06-10"
"002389",43500,"2020-06-30"
"002389",44200,"2020-06-19"
"002389",47200,"2020-12-10"
"002389",48800,"2020-12-18"
"002389",54900,"2020-11-30"
"002389",55400,"2020-11-10"
"002389",57700,"2020-07-30"
"002389",57700,"2020-07-31"
"002389",58100,"2020-09-20"
"002389",59000,"2020-09-10"
"002389",59400,"2020-09-30"
"002389",60500,"2020-10-10"
"002389",61200,"2020-08-10"
"002389",61800,"2020-08-20"
"002389",64000,"2020-08-31"
"002389",65100,"2020-11-20"
"002389",67600,"2020-12-31"
"002389",79200,"2021-01-08"
"002389",80300,"2021-01-20"
"002389",86600,"2021-01-29"
"002390",48300,"2020-12-10"
"002390",49300,"2020-11-30"
"002390",50000,"2020-11-20"
"002390",50600,"2020-10-30"
"002390",50800,"2020-11-10"
"002390",51200,"2020-10-20"
"002390",52500,"2020-10-09"
"002390",52800,"2020-09-30"
"002390",57100,"2020-09-18"
"002390",61400,"2020-09-10"
"002390",64000,"2020-08-10"
"002390",64100,"2020-08-20"
"002390",64500,"2020-07-20"
"002390",64500,"2020-07-31"
"002390",67100,"2020-06-30"
"002390",68100,"2020-06-10"
"002391",41700,"2021-01-08"
"002391",42200,"2020-12-31"
"002391",43000,"2020-11-30"
"002391",43300,"2020-11-10"
"002391",44600,"2020-09-30"
"002391",45200,"2020-09-18"
"002391",46300,"2020-07-31"
"002391",47300,"2020-07-20"
"002391",48300,"2020-08-20"
"002391",49400,"2020-06-19"
"002391",49900,"2020-06-10"
"002391",50900,"2020-06-30"
"002392",61100,"2020-09-30"
"002392",72200,"2020-06-30"
"002393",16200,"2020-12-21"
"002393",17100,"2021-01-29"
"002393",17500,"2020-06-23"
"002393",17600,"2020-09-10"
"002393",17800,"2020-09-30"
"002393",17800,"2020-10-09"
"002393",17800,"2020-11-20"
"002393",17900,"2020-08-10"
"002393",18000,"2020-07-20"
"002393",18100,"2020-07-31"
"002393",18400,"2020-07-10"
"002393",18400,"2021-01-08"
"002393",18500,"2020-12-31"
"002393",18700,"2021-01-20"
"002393",19200,"2020-06-30"
"002393",19300,"2020-06-10"
"002394",21000,"2020-09-30"
"002394",21400,"2020-06-30"
"002395",6140,"2020-06-30"
"002395",6198,"2020-09-30"
"002395",6714,"2020-12-31"
"002396",49400,"2020-06-30"
"002396",61400,"2020-09-30"
"002397",43400,"2020-12-10"
"002397",43400,"2021-01-29"
"002397",43900,"2020-11-30"
"002397",44100,"2021-01-20"
"002397",44300,"2020-12-20"
"002397",44700,"2021-01-10"
"002397",45300,"2020-09-30"
"002397",45400,"2020-10-09"
"002397",45700,"2020-10-20"
"002397",46000,"2020-09-18"
"002397",46300,"2020-12-31"
"002397",47200,"2020-08-31"
"002397",47400,"2020-08-20"
"002397",52100,"2020-07-20"
"002397",53800,"2020-07-10"
"002397",54800,"2020-06-30"
"002397",56200,"2020-06-20"
"002397",57700,"2020-06-10"
"002398",19800,"2020-06-30"
"002398",21100,"2020-09-30"
"002399",26600,"2020-06-30"
"002400",266200,"2020-06-30"
"002400",299400,"2020-09-30"
"002401",25000,"2020-11-30"
"002401",25000,"2020-12-30"
"002401",25600,"2020-09-30"
"002401",26000,"2020-06-30"
"002402",82100,"2020-09-30"
"002402",97300,"2020-06-30"
"002403",14900,"2020-09-30"
"002403",15800,"2020-06-30"
"002404",34500,"2020-09-30"
"002404",35500,"2020-06-30"
"002405",198600,"2020-09-30"
"002405",198800,"2020-06-30"
"002406",40500,"2020-07-20"
"002406",40700,"2020-08-10"
"002406",40800,"2020-07-31"
"002406",41300,"2020-07-10"
"002406",42100,"2020-06-30"
"002406",42600,"2020-06-19"
"002406",43200,"2020-06-10"
"002406",44300,"2020-10-20"
"002406",44500,"2020-10-09"
"002406",44600,"2020-09-18"
"002406",44600,"2020-09-30"
"002406",44700,"2020-08-20"
"002406",45000,"2020-08-31"
"002406",45100,"2021-01-29"
"002406",45500,"2021-01-11"
"002406",45500,"2021-01-20"
"002406",45500,"2021-01-21"
"002406",46000,"2020-11-30"
"002406",46400,"2020-12-18"
"002406",46500,"2020-11-10"
"002406",46600,"2020-11-20"
"002406",46600,"2020-12-10"
"002407",110500,"2020-10-20"
"002407",112300,"2020-07-10"
"002407",113000,"2020-11-30"
"002407",113300,"2020-10-30"
"002407",114200,"2020-11-10"
"002407",114200,"2020-11-12"
"002407",114500,"2020-07-20"
"002407",115700,"2020-11-20"
"002407",116100,"2020-09-30"
"002407",118200,"2021-01-20"
"002407",118400,"2020-12-18"
"002407",118500,"2020-08-31"
"002407",119000,"2020-06-19"
"002407",119200,"2020-06-10"
"002407",119600,"2020-09-10"
"002407",119800,"2020-08-20"
"002407",120500,"2020-07-31"
"002407",121100,"2021-01-08"
"002407",123800,"2020-06-30"
"002408",36000,"2020-06-30"
"002408",40300,"2020-09-30"
"002409",50900,"2020-06-30"
"002409",63400,"2020-09-30"
"002410",27200,"2020-06-30"
"002410",27300,"2020-09-30"
"002410",27600,"2020-10-31"
"002410",28100,"2021-01-31"
"002410",29900,"2020-07-31"
"002410",32800,"2020-08-31"
"002410",35000,"2020-11-30"
"002411",77400,"2020-06-30"
"002411",78500,"2020-09-30"
"002412",24600,"2020-08-31"
"002412",24600,"2020-09-30"
"002412",25800,"2020-06-30"
"002412",27000,"2020-07-31"
"002413",96400,"2020-07-20"
"002413",100800,"2020-06-30"
"002413",101800,"2020-06-19"
"002413",119000,"2021-01-08"
"002413",120200,"2020-11-10"
"002413",120700,"2020-12-10"
"002413",120800,"2020-11-20"
"002413",122300,"2020-10-20"
"002413",122300,"2020-11-30"
"002413",124600,"2020-09-30"
"002413",130400,"2021-01-20"
"002413",132000,"2020-08-10"
"002414",41700,"2020-06-30"
"002414",52600,"2020-09-30"
"002415",242300,"2020-09-30"
"002415",317700,"2020-06-30"
"002416",49900,"2020-06-30"
"002416",52600,"2020-09-30"
"002417",35200,"2020-07-20"
"002417",36500,"2020-06-30"
"002417",36800,"2020-06-19"
"002417",36800,"2020-07-10"
"002417",43100,"2020-08-10"
"002417",44600,"2021-01-29"
"002417",50200,"2020-11-20"
"002417",50300,"2020-09-18"
"002417",53000,"2020-10-20"
"002417",56000,"2020-09-30"
"002417",56200,"2020-08-31"
"002417",59200,"2020-08-20"
"002418",26900,"2021-01-29"
"002418",27000,"2021-01-08"
"002418",27000,"2021-01-20"
"002418",27900,"2020-12-18"
"002418",28200,"2020-12-10"
"002418",28300,"2020-11-30"
"002418",28400,"2020-11-10"
"002418",28400,"2020-11-20"
"002418",28500,"2020-10-30"
"002418",29100,"2020-10-20"
"002418",29400,"2020-09-30"
"002418",29400,"2020-10-09"
"002418",29700,"2020-09-20"
"002418",30800,"2020-08-31"
"002418",30800,"2020-09-10"
"002418",31100,"2020-08-20"
"002418",31700,"2020-08-10"
"002418",32100,"2020-07-31"
"002418",32200,"2020-07-20"
"002418",32500,"2020-07-10"
"002418",33900,"2020-06-30"
"002418",34400,"2020-06-19"
"002418",35100,"2020-06-10"
"002419",18900,"2020-07-31"
"002419",19200,"2020-07-20"
"002419",20600,"2020-08-31"
"002419",20800,"2020-08-10"
"002419",21200,"2020-07-10"
"002419",21300,"2020-06-30"
"002419",21700,"2020-08-20"
"002419",21800,"2020-09-10"
"002419",22200,"2020-09-18"
"002419",22400,"2020-06-19"
"002419",22800,"2020-09-30"
"002419",22800,"2020-10-09"
"002419",23100,"2020-06-10"
"002419",24100,"2020-10-20"
"002419",25000,"2020-10-30"
"002419",25100,"2020-12-18"
"002419",25200,"2020-12-31"
"002419",25300,"2020-11-20"
"002419",25500,"2020-11-30"
"002419",25800,"2021-01-08"
"002419",26800,"2021-01-20"
"002419",27000,"2021-01-29"
"002420",19000,"2020-09-30"
"002420",19600,"2020-06-30"
"002421",88000,"2020-11-10"
"002421",88000,"2020-11-17"
"002421",91300,"2020-09-30"
"002421",100100,"2020-06-30"
"002422",47400,"2020-09-30"
"002422",56900,"2020-06-30"
"002423",18900,"2020-09-30"
"002423",20700,"2020-06-30"
"002424",57100,"2020-08-31"
"002424",57600,"2020-11-30"
"002424",58000,"2020-09-10"
"002424",58800,"2020-11-10"
"002424",58800,"2020-12-18"
"002424",59500,"2020-12-31"
"002424",59600,"2020-09-18"
"002424",59700,"2020-08-10"
"002424",59700,"2020-10-30"
"002424",60100,"2020-10-09"
"002424",61300,"2020-08-20"
"002424",61600,"2020-07-31"
"002424",61900,"2020-07-20"
"002424",62800,"2020-07-10"
"002424",63100,"2020-09-30"
"002424",65700,"2020-06-20"
"002424",66200,"2020-06-10"
"002424",68200,"2020-06-30"
"002425",55100,"2020-06-20"
"002425",78000,"2020-06-30"
"002425",89100,"2021-01-10"
"002425",89600,"2021-01-20"
"002425",95800,"2020-12-18"
"002425",99000,"2020-11-30"
"002425",99300,"2020-12-10"
"002425",100100,"2020-11-20"
"002425",101100,"2020-11-10"
"002425",102700,"2021-01-29"
"002425",103900,"2020-10-30"
"002425",105200,"2020-07-31"
"002425",106700,"2020-10-20"
"002425",109700,"2020-09-10"
"002425",110000,"2020-10-10"
"002425",111700,"2020-09-30"
"002425",115400,"2020-09-20"
"002425",116700,"2020-07-20"
"002425",124300,"2020-08-31"
"002425",129900,"2020-08-10"
